;"""N";Date;Time;N [Decimal degrees];E [Decimal degrees];GPS uncertainty [m];h [m];Location provider;D [μSv/h];Standard deviation;Standard error of the mean value;CF;"Number of measured points""."
10516;"""10517";2021-09-06;14:20:41;45.940000000000005;15.58;3.79;199.213;gps;0.069;0;0;0;"1""."
4274;"""4275";2021-09-06;10:48:09;45.9;15.0;3.79;375.066;gps;0.069;0;0;0;"1""."
4085;"""4086";2021-09-06;10:41:55;45.93;14.870000000000001;3.79;348.169;gps;0.069;0;0;0;"1""."
4647;"""4648";2021-09-06;11:00:22;45.85;15.25;3.79;213.494;gps;0.069;0;0;0;"1""."
47141;"""1294";2021-09-23;06:12:10;46.17;14.76;9.935;424.618;gps;0.069;0;0;0;"1""."
33902;"""19903";2021-09-08;19:00:17;45.919999999999995;14.91;3.79;373.675;gps;0.069;0;0;0;"1""."
33798;"""19799";2021-09-08;18:56:52;45.9;14.98;3.79;360.913;gps;0.069;0;0;0;"1""."
47987;"""2140";2021-09-23;06:39:51;46.25;15.29;3.79;290.781;gps;0.069;0;0;0;"1""."
47995;"""2148";2021-09-23;06:40:06;46.25;15.3;3.79;291.963;gps;0.069;0;0;0;"1""."
47753;"""1906";2021-09-23;06:32:12;46.260000000000005;15.1;9.935;323.572;gps;0.069;0;0;0;"1""."
34253;"""20254";2021-09-08;19:11:40;45.970000000000006;14.62;3.79;386.491;gps;0.069;0;0;0;"1""."
7088;"""7089";2021-09-06;12:20:01;45.949999999999996;15.48;149.6;216.5;network;0.069;0;0;0;"1""."
43613;"""1472";2022-06-06;10:39:43;45.919999999999995;14.870000000000001;3.79;363.084;gps;0.069;0;0;0;"1""."
4129;"""4130";2021-09-06;10:43:22;45.919999999999995;14.9;3.79;367.895;gps;0.07;0;0;0;"1""."
4110;"""4111";2021-09-06;10:42:46;45.919999999999995;14.89;3.79;349.895;gps;0.07;0;0;0;"1""."
47242;"""1395";2021-09-23;06:15:27;46.18000000000001;14.84;9.935;549.622;gps;0.07;0;0;0;"1""."
4318;"""4319";2021-09-06;10:49:33;45.9;15.04;3.79;343.517;gps;0.07;0;0;0;"1""."
47967;"""2120";2021-09-23;06:39:11;46.25;15.280000000000001;3.79;291.986;gps;0.07;0;0;0;"1""."
47799;"""1952";2021-09-23;06:33:41;46.269999999999996;15.14;9.935;315.043;gps;0.07;0;0;0;"1""."
47764;"""1917";2021-09-23;06:32:34;46.269999999999996;15.11;10.378;322.965;gps;0.07;0;0;0;"1""."
4347;"""4348";2021-09-06;10:50:31;45.89;15.06;3.796;308.913;gps;0.07;0;0;0;"1""."
46754;"""907";2021-09-23;05:59:36;46.16;14.690000000000001;3.79;373.658;gps;0.07;0;0;0;"1""."
46634;"""787";2021-09-23;05:55:38;46.13;14.62;3.79;337.945;gps;0.07;0;0;0;"1""."
56805;"""3856";2022-05-28;19:17:41;46.16;14.670000000000002;3.79;365.831;gps;0.07;0;0;0;"1""."
3663;"""3664";2021-09-06;10:28:10;45.98;14.610000000000001;3.79;392.271;gps;0.07;0;0;0;"1""."
3648;"""3649";2021-09-06;10:27:41;45.98;14.6;3.834;392.982;gps;0.07;0;0;0;"1""."
3609;"""3610";2021-09-06;10:26:23;45.99;14.59;3.79;378.907;gps;0.07;0;0;0;"1""."
10372;"""10373";2021-09-06;14:15:59;45.919999999999995;15.600000000000001;3.79;205.089;gps;0.07;0;0;0;"1""."
10391;"""10392";2021-09-06;14:16:37;45.919999999999995;15.59;3.79;202.348;gps;0.07;0;0;0;"1""."
10238;"""10239";2021-09-06;14:11:34;45.9;15.620000000000001;3.804;185.223;gps;0.07;0;0;0;"1""."
49190;"""3343";2021-09-23;07:19:15;46.559999999999995;15.69;3.79;322.325;gps;0.07;0;0;0;"1""."
4763;"""4764";2021-09-06;11:04:11;45.9;15.32;9.935;206.958;gps;0.07;0;0;0;"1""."
4723;"""4724";2021-09-06;11:02:51;45.88;15.3;3.79;198.53;gps;0.07;0;0;0;"1""."
5041;"""5042";2021-09-06;11:13:20;45.910000000000004;15.42;3.79;210.512;gps;0.07;0;0;0;"1""."
48741;"""2894";2021-09-23;07:04:32;46.37;15.52;3.79;373.686;gps;0.07;0;0;0;"1""."
55101;"""2152";2022-05-28;18:45:21;46.25;15.329999999999998;3.79;297.103;gps;0.07;0;0;0;"1""."
55106;"""2157";2022-05-28;18:45:26;46.260000000000005;15.32;3.79;297.812;gps;0.07;0;0;0;"1""."
53669;"""720";2022-05-28;18:20:31;46.46;15.700000000000001;3.79;306.564;gps;0.07;0;0;0;"1""."
53643;"""694";2022-05-28;18:20:05;46.46;15.709999999999999;3.79;301.621;gps;0.07;0;0;0;"1""."
55863;"""2914";2022-05-28;18:58:04;46.260000000000005;15.009999999999998;3.79;375.151;gps;0.07;0;0;0;"1""."
12122;"""12123";2021-09-06;15:14:26;45.949999999999996;15.5;3.79;199.309;gps;0.071;0;0;0;"1""."
12567;"""12568";2021-09-06;15:28:35;45.910000000000004;15.389999999999999;2700;0;network;0.071;0;0;0;"1""."
54520;"""1571";2022-05-28;18:34:43;46.36;15.5;9.935;373.456;gps;0.071;0;0;0;"1""."
56116;"""3167";2022-05-28;19:02:48;46.22;14.94;3.79;451.961;gps;0.071;0;0;0;"1""."
58664;"""798";2021-09-25;10:13:59;46.67;16.0;63.235;254.1;network;0.071;0;0;0;"1""."
4784;"""4785";2021-09-06;11:04:52;45.9;15.34;3.79;201.053;gps;0.071;0;0;0;"1""."
4700;"""4701";2021-09-06;11:02:07;45.87;15.29;9.935;198.871;gps;0.071;0;0;0;"1""."
4435;"""4436";2021-09-06;10:53:22;45.87;15.120000000000001;3.79;295.488;gps;0.071;0;0;0;"1""."
4015;"""4016";2021-09-06;10:39:36;45.940000000000005;14.82;3.79;376.223;gps;0.071;0;0;0;"1""."
4362;"""4363";2021-09-06;10:51:01;45.89;15.069999999999999;3.79;318.379;gps;0.071;0;0;0;"1""."
46404;"""557";2021-09-23;05:48:06;46.02;14.57;3.79;363.033;gps;0.071;0;0;0;"1""."
47633;"""1786";2021-09-23;06:28:15;46.260000000000005;15.0;9.935;402.753;gps;0.071;0;0;0;"1""."
49047;"""3200";2021-09-23;07:14:36;46.5;15.67;3.79;310.398;gps;0.071;0;0;0;"1""."
48274;"""2427";2021-09-23;06:49:15;46.33;15.46;3.79;351.024;gps;0.071;0;0;0;"1""."
48770;"""2923";2021-09-23;07:05:30;46.37;15.540000000000001;3.79;331.741;gps;0.071;0;0;0;"1""."
49291;"""3444";2021-09-23;07:22:32;46.580000000000005;15.73;3.79;296.083;gps;0.071;0;0;0;"1""."
49289;"""3442";2021-09-23;07:22:28;46.580000000000005;15.72;3.79;294.998;gps;0.071;0;0;0;"1""."
46625;"""778";2021-09-23;05:55:20;46.13;14.610000000000001;3.79;337.585;gps;0.072;0;0;0;"1""."
3668;"""3669";2021-09-06;10:28:18;45.98;14.62;3.79;393.151;gps;0.072;0;0;0;"1""."
3692;"""3693";2021-09-06;10:29:04;45.970000000000006;14.63;3.79;388.298;gps;0.072;0;0;0;"1""."
12275;"""12276";2021-09-06;15:19:29;45.949999999999996;15.53;3.79;252.403;gps;0.072;0;0;0;"1""."
47841;"""1994";2021-09-23;06:35:04;46.269999999999996;15.169999999999998;9.935;316.993;gps;0.072;0;0;0;"1""."
53233;"""284";2022-05-28;18:12:51;46.41;15.83;14.05;277.361;averaged;0.072;0.001;0;0;"2""."
5015;"""5016";2021-09-06;11:12:28;45.910000000000004;15.4;3.79;209.193;gps;0.072;0;0;0;"1""."
48125;"""2278";2021-09-23;06:44:21;46.269999999999996;15.4;9.935;335.293;gps;0.072;0;0;0;"1""."
4016;"""4017";2021-09-06;10:39:38;45.93;14.82;3.79;373.659;gps;0.072;0;0;0;"1""."
47219;"""1372";2021-09-23;06:14:41;46.18000000000001;14.82;9.935;512.991;gps;0.072;0;0;0;"1""."
47181;"""1334";2021-09-23;06:13:28;46.17;14.8;9.935;448.599;gps;0.072;0;0;0;"1""."
47754;"""1907";2021-09-23;06:32:14;46.260000000000005;15.11;9.935;325.405;gps;0.072;0;0;0;"1""."
4143;"""4144";2021-09-06;10:43:50;45.93;14.91;3.79;383.402;gps;0.072;0;0;0;"1""."
4068;"""4069";2021-09-06;10:41:21;45.93;14.86;3.79;354.219;gps;0.072;0;0;0;"1""."
33479;"""19480";2021-09-08;18:46:22;45.83;15.209999999999999;3.79;229.278;gps;0.072;0;0;0;"1""."
53921;"""972";2022-05-28;18:24:43;46.47;15.66;9.935;318.859;gps;0.072;0;0;0;"1""."
55982;"""3033";2022-05-28;19:00:04;46.25;14.97;3.79;377.197;gps;0.072;0;0;0;"1""."
54928;"""1979";2022-05-28;18:42:28;46.260000000000005;15.4;9.935;339.963;gps;0.072;0;0;0;"1""."
54805;"""1856";2022-05-28;18:40:25;46.28;15.43;3.79;403.41;gps;0.072;0;0;0;"1""."
4182;"""4183";2021-09-06;10:45:07;45.919999999999995;14.94;3.79;340.672;gps;0.073;0;0;0;"1""."
47730;"""1883";2021-09-23;06:31:26;46.260000000000005;15.09;3.79;323.635;gps;0.073;0;0;0;"1""."
4336;"""4337";2021-09-06;10:50:09;45.9;15.06;3.977;318.81;gps;0.073;0;0;0;"1""."
48294;"""2447";2021-09-23;06:49:54;46.34;15.469999999999999;9.935;340.735;gps;0.073;0;0;0;"1""."
4615;"""4616";2021-09-06;10:59:19;45.839999999999996;15.229999999999999;3.79;251.715;gps;0.073;0;0;0;"1""."
4405;"""4406";2021-09-06;10:52:24;45.87;15.1;9.935;332.79;gps;0.073;0;0;0;"1""."
4170;"""4171";2021-09-06;10:44:43;45.919999999999995;14.930000000000001;3.79;363.487;gps;0.073;0;0;0;"1""."
4104;"""4105";2021-09-06;10:42:33;45.919999999999995;14.879999999999999;3.79;347.45;gps;0.073;0;0;0;"1""."
47229;"""1382";2021-09-23;06:15:01;46.18000000000001;14.830000000000002;9.935;533.383;gps;0.073;0;0;0;"1""."
46735;"""888";2021-09-23;05:58:58;46.16;14.68;3.79;367.622;gps;0.073;0;0;0;"1""."
3577;"""3578";2021-09-06;10:25:21;46.0;14.57;3.79;375.884;gps;0.073;0;0;0;"1""."
4284;"""4285";2021-09-06;10:48:29;45.9;15.009999999999998;3.79;380.3;gps;0.073;0;0;0;"1""."
12262;"""12263";2021-09-06;15:19:03;45.949999999999996;15.52;5.023;235.215;gps;0.073;0;0;0;"1""."
8778;"""8779";2021-09-06;13:16:14;45.9;15.549999999999999;3.79;200.188;gps;0.073;0;0;0;"1""."
55861;"""2912";2022-05-28;18:58:02;46.260000000000005;15.02;3.79;373.216;gps;0.073;0;0;0;"1""."
48889;"""3042";2021-09-23;07:09:25;46.42;15.620000000000001;9.935;329.157;gps;0.073;0;0;0;"1""."
55525;"""2576";2022-05-28;18:52:26;46.269999999999996;15.149999999999999;3.79;318.361;gps;0.074;0;0;0;"1""."
55995;"""3046";2022-05-28;19:00:17;46.239999999999995;14.96;9.935;383.488;gps;0.074;0;0;0;"1""."
14360;"""361";2021-09-08;08:20:40;45.910000000000004;15.48;9.351;231.57;gps;0.074;0;0;0;"1""."
56999;"""4050";2022-05-28;19:20:55;46.13;14.6;3.79;342.006;gps;0.074;0;0;0;"1""."
33556;"""19557";2021-09-08;18:48:55;45.85;15.149999999999999;3.79;348.903;gps;0.074;0;0;0;"1""."
57264;"""4315";2022-05-28;19:25:21;46.06;14.58;3.79;321.316;gps;0.074;0;0;0;"1""."
47147;"""1300";2021-09-23;06:12:22;46.17;14.770000000000001;3.79;427.84;gps;0.074;0;0;0;"1""."
53785;"""836";2022-05-28;18:22:27;46.48;15.67;3.79;320.103;gps;0.074;0;0;0;"1""."
3597;"""3598";2021-09-06;10:26:01;46.0;14.59;3.79;374.897;gps;0.074;0;0;0;"1""."
4299;"""4300";2021-09-06;10:48:59;45.9;15.03;3.79;360.165;gps;0.074;0;0;0;"1""."
47663;"""1816";2021-09-23;06:29:15;46.260000000000005;15.03;9.935;350.858;gps;0.074;0;0;0;"1""."
4234;"""4235";2021-09-06;10:46:50;45.910000000000004;14.98;3.79;346.086;gps;0.074;0;0;0;"1""."
4422;"""4423";2021-09-06;10:52:56;45.87;15.11;5.021;314.091;gps;0.074;0;0;0;"1""."
47826;"""1979";2021-09-23;06:34:34;46.269999999999996;15.16;9.935;318.325;gps;0.074;0;0;0;"1""."
4167;"""4168";2021-09-06;10:44:37;45.93;14.930000000000001;3.79;368.694;gps;0.074;0;0;0;"1""."
4479;"""4480";2021-09-06;10:54:49;45.86;15.14;3.79;323.609;gps;0.074;0;0;0;"1""."
3952;"""3953";2021-09-06;10:37:35;45.949999999999996;14.78;3.79;391.548;gps;0.074;0;0;0;"1""."
4149;"""4150";2021-09-06;10:44:02;45.93;14.92;3.79;389.977;gps;0.074;0;0;0;"1""."
54181;"""1232";2022-05-28;18:29:04;46.41;15.620000000000001;9.935;330.893;gps;0.074;0;0;0;"1""."
47942;"""2095";2021-09-23;06:38:21;46.25;15.25;3.79;295.555;gps;0.074;0;0;0;"1""."
48910;"""3063";2021-09-23;07:10:06;46.42;15.629999999999999;3.79;322.131;gps;0.074;0;0;0;"1""."
54626;"""1677";2022-05-28;18:36:29;46.33;15.469999999999999;9.935;342.956;gps;0.074;0;0;0;"1""."
54668;"""1719";2022-05-28;18:37:11;46.31999999999999;15.46;3.79;360.203;gps;0.075;0;0;0;"1""."
55054;"""2105";2022-05-28;18:44:34;46.260000000000005;15.35;9.935;304.315;gps;0.075;0;0;0;"1""."
6892;"""6893";2021-09-06;12:13:37;45.940000000000005;15.48;3.79;210.115;gps;0.075;0;0;0;"1""."
53260;"""311";2022-05-28;18:13:24;46.41;15.82;3.79;281.559;gps;0.075;0;0;0;"1""."
55779;"""2830";2022-05-28;18:56:40;46.260000000000005;15.049999999999999;3.79;332.738;gps;0.075;0;0;0;"1""."
56583;"""3634";2022-05-28;19:13:57;46.16;14.74;3.79;408.711;gps;0.075;0;0;0;"1""."
56584;"""3635";2022-05-28;19:13:58;46.17;14.74;3.79;407.858;gps;0.075;0;0;0;"1""."
11244;"""11245";2021-09-06;14:45:44;45.93;15.540000000000001;3.79;197.879;gps;0.075;0;0;0;"1""."
4626;"""4627";2021-09-06;10:59:40;45.85;15.24;3.79;242.144;gps;0.075;0;0;0;"1""."
4625;"""4626";2021-09-06;10:59:38;45.85;15.229999999999999;3.79;242.339;gps;0.075;0;0;0;"1""."
46641;"""794";2021-09-23;05:55:52;46.14;14.62;3.79;346.107;gps;0.075;0;0;0;"1""."
46342;"""495";2021-09-23;05:46:05;46.02;14.54;3.79;337.38;gps;0.075;0;0;0;"1""."
11646;"""11647";2021-09-06;14:58:54;45.940000000000005;15.57;2500;0;network;0.075;0;0;0;"1""."
11626;"""11627";2021-09-06;14:58:14;45.940000000000005;15.549999999999999;1100;0;network;0.075;0;0;0;"1""."
3997;"""3998";2021-09-06;10:39:02;45.93;14.8;3.79;373.673;gps;0.075;0;0;0;"1""."
4041;"""4042";2021-09-06;10:40:28;45.940000000000005;14.84;3.79;358.827;gps;0.075;0;0;0;"1""."
4394;"""4395";2021-09-06;10:52:02;45.88;15.09;10.294;344.37;gps;0.075;0;0;0;"1""."
47385;"""1538";2021-09-23;06:20:11;46.21000000000001;14.9;10.296;535.289;gps;0.075;0;0;0;"1""."
47461;"""1614";2021-09-23;06:22:39;46.22;14.92;3.79;475.129;gps;0.075;0;0;0;"1""."
4197;"""4198";2021-09-06;10:45:37;45.919999999999995;14.950000000000001;3.79;333.421;gps;0.075;0;0;0;"1""."
10509;"""10510";2021-09-06;14:20:26;45.93;15.58;3.79;196.36;gps;0.075;0;0;0;"1""."
47091;"""1244";2021-09-23;06:10:31;46.17;14.719999999999999;9.935;387.057;gps;0.075;0;0;0;"1""."
48239;"""2392";2021-09-23;06:48:05;46.31;15.46;10.389;409.561;gps;0.075;0;0;0;"1""."
4729;"""4730";2021-09-06;11:03:03;45.88;15.309999999999999;3.79;199.669;gps;0.075;0;0;0;"1""."
48809;"""2962";2021-09-23;07:06:46;46.379999999999995;15.57;3.79;321.022;gps;0.075;0;0;0;"1""."
4707;"""4708";2021-09-06;11:02:21;45.87;15.3;9.935;198.603;gps;0.075;0;0;0;"1""."
48794;"""2947";2021-09-23;07:06:16;46.379999999999995;15.56;3.79;321.77;gps;0.076;0;0;0;"1""."
48722;"""2875";2021-09-23;07:03:55;46.36;15.51;3.79;376.94;gps;0.076;0;0;0;"1""."
53346;"""397";2022-05-28;18:15:08;46.41;15.809999999999999;3.79;282.401;gps;0.076;0;0;0;"1""."
47849;"""2002";2021-09-23;06:35:20;46.269999999999996;15.18;9.935;310.781;gps;0.076;0;0;0;"1""."
47279;"""1432";2021-09-23;06:16:41;46.18000000000001;14.86;3.79;574.219;gps;0.076;0;0;0;"1""."
48045;"""2198";2021-09-23;06:41:44;46.25;15.34;9.935;302.805;gps;0.076;0;0;0;"1""."
52990;"""41";2022-05-28;18:08:18;46.42;15.87;5.36;271.486;averaged;0.076;0.001;0.001;0;"2""."
54420;"""1471";2022-05-28;18:33:03;46.37;15.53;9.935;344.047;gps;0.076;0;0;0;"1""."
54026;"""1077";2022-05-28;18:26:29;46.44;15.649999999999999;9.935;319.347;gps;0.076;0;0;0;"1""."
46267;"""420";2021-09-23;05:43:38;46.02;14.5;3.79;332.193;gps;0.076;0;0;0;"1""."
56895;"""3946";2022-05-28;19:19:11;46.14;14.64;3.79;356.432;gps;0.076;0;0;0;"1""."
9974;"""9975";2021-09-06;13:55:18;45.9;15.61;3.79;193.51;gps;0.076;0;0;0;"1""."
11365;"""11366";2021-09-06;14:49:40;45.93;15.53;3.79;193.888;gps;0.076;0;0;0;"1""."
4013;"""4014";2021-09-06;10:39:32;45.940000000000005;14.81;3.79;376.183;gps;0.076;0;0;0;"1""."
3987;"""3988";2021-09-06;10:38:43;45.93;14.790000000000001;3.79;369.78;gps;0.076;0;0;0;"1""."
3984;"""3985";2021-09-06;10:38:38;45.940000000000005;14.790000000000001;3.79;372.068;gps;0.076;0;0;0;"1""."
4556;"""4557";2021-09-06;10:57:22;45.83;15.19;9.935;248.118;gps;0.076;0;0;0;"1""."
4682;"""4683";2021-09-06;11:01:31;45.86;15.280000000000001;3.79;196.774;gps;0.076;0;0;0;"1""."
4037;"""4038";2021-09-06;10:40:20;45.940000000000005;14.830000000000002;3.79;360.947;gps;0.077;0;0;0;"1""."
4061;"""4062";2021-09-06;10:41:07;45.93;14.850000000000001;3.79;355.534;gps;0.077;0;0;0;"1""."
4390;"""4391";2021-09-06;10:51:54;45.88;15.08;10.381;340.83;gps;0.077;0;0;0;"1""."
3712;"""3713";2021-09-06;10:29:42;45.970000000000006;14.64;3.79;389.846;gps;0.077;0;0;0;"1""."
3593;"""3594";2021-09-06;10:25:53;46.0;14.58;3.79;374.924;gps;0.077;0;0;0;"1""."
57150;"""4201";2022-05-28;19:23:27;46.09;14.58;3.79;323.894;gps;0.077;0;0;0;"1""."
13025;"""13026";2021-09-06;15:43:28;45.949999999999996;15.51;3.79;387.172;gps;0.077;0;0;0;"1""."
54182;"""1233";2022-05-28;18:29:05;46.41;15.61;9.935;330.881;gps;0.077;0;0;0;"1""."
8576;"""8577";2021-09-06;13:09:37;45.919999999999995;15.540000000000001;3.79;188.867;gps;0.077;0;0;0;"1""."
10026;"""10027";2021-09-06;13:57:02;45.9;15.629999999999999;3.79;191.009;gps;0.077;0;0;0;"1""."
53957;"""1008";2022-05-28;18:25:20;46.46;15.66;4.438;318.585;gps;0.077;0;0;0;"1""."
46305;"""458";2021-09-23;05:44:51;46.02;14.510000000000002;3.79;337.591;gps;0.077;0;0;0;"1""."
47717;"""1870";2021-09-23;06:31:01;46.260000000000005;15.08;3.79;321.422;gps;0.077;0;0;0;"1""."
47129;"""1282";2021-09-23;06:11:46;46.16;14.76;9.935;414.019;gps;0.077;0;0;0;"1""."
47164;"""1317";2021-09-23;06:12:56;46.17;14.78;3.79;441.671;gps;0.077;0;0;0;"1""."
48225;"""2378";2021-09-23;06:47:38;46.31;15.45;6.569;424.442;gps;0.077;0;0;0;"1""."
46653;"""806";2021-09-23;05:56:16;46.14;14.63;3.79;353.194;gps;0.077;0;0;0;"1""."
47093;"""1246";2021-09-23;06:10:35;46.17;14.73;9.935;385.166;gps;0.077;0;0;0;"1""."
47072;"""1225";2021-09-23;06:09:55;46.17;14.71;3.79;382.695;gps;0.077;0;0;0;"1""."
47001;"""1154";2021-09-23;06:07:34;46.17;14.690000000000001;3.79;379.489;gps;0.078;0;0;0;"1""."
47126;"""1279";2021-09-23;06:11:40;46.16;14.75;9.935;413.754;gps;0.078;0;0;0;"1""."
47176;"""1329";2021-09-23;06:13:18;46.17;14.790000000000001;3.79;446.092;gps;0.078;0;0;0;"1""."
47465;"""1618";2021-09-23;06:22:47;46.22;14.930000000000001;3.79;472.742;gps;0.078;0;0;0;"1""."
50057;"""4210";2021-09-23;07:47:39;46.65;15.93;9.935;280.904;gps;0.078;0;0;0;"1""."
46699;"""852";2021-09-23;05:57:47;46.150000000000006;14.66;3.79;365.154;gps;0.078;0;0;0;"1""."
46706;"""859";2021-09-23;05:58:00;46.16;14.66;3.79;362.31;gps;0.078;0;0;0;"1""."
49155;"""3308";2021-09-23;07:18:05;46.550000000000004;15.700000000000001;3.79;296.861;gps;0.078;0;0;0;"1""."
49143;"""3296";2021-09-23;07:17:42;46.54;15.700000000000001;3.79;299.918;gps;0.078;0;0;0;"1""."
49379;"""3532";2021-09-23;07:25:26;46.57;15.780000000000001;3.79;290.54;gps;0.078;0;0;0;"1""."
46438;"""591";2021-09-23;05:49:14;46.04;14.58;3.79;326.553;gps;0.078;0;0;0;"1""."
65496;"""6550";2021-12-21;11:30:02;46.050000000000004;14.48;1000;0;network;0.078;0;0;0;"1""."
14126;"""127";2021-09-08;08:13:05;45.89;15.620000000000001;5.12;204.185;gps;0.078;0;0;0;"1""."
57212;"""4263";2022-05-28;19:24:29;46.07;14.58;3.79;319.433;gps;0.078;0;0;0;"1""."
7020;"""7021";2021-09-06;12:17:47;45.96;15.489999999999998;3.79;208.579;gps;0.078;0;0;0;"1""."
14600;"""601";2021-09-08;08:28:23;45.940000000000005;15.51;3.79;203.974;gps;0.078;0;0;0;"1""."
55934;"""2985";2022-05-28;18:59:15;46.260000000000005;14.98;3.79;394.713;gps;0.078;0;0;0;"1""."
4543;"""4544";2021-09-06;10:56:56;45.83;15.18;9.935;255.266;gps;0.078;0;0;0;"1""."
4506;"""4507";2021-09-06;10:55:43;45.839999999999996;15.149999999999999;4.127;330.928;gps;0.078;0;0;0;"1""."
4484;"""4485";2021-09-06;10:54:59;45.85;15.14;3.79;331.741;gps;0.078;0;0;0;"1""."
4051;"""4052";2021-09-06;10:40:48;45.93;14.84;3.79;353.937;gps;0.078;0;0;0;"1""."
3999;"""4000";2021-09-06;10:39:06;45.940000000000005;14.8;3.79;373.721;gps;0.078;0;0;0;"1""."
3731;"""3732";2021-09-06;10:30:20;45.970000000000006;14.66;3.79;399.296;gps;0.078;0;0;0;"1""."
34539;"""20540";2021-09-08;19:21:04;46.04;14.47;3.79;346.954;gps;0.078;0;0;0;"1""."
10949;"""10950";2021-09-06;14:36:04;45.93;15.56;3.79;194.222;gps;0.079;0;0;0;"1""."
11004;"""11005";2021-09-06;14:37:50;45.93;15.549999999999999;3.79;192.922;gps;0.079;0;0;0;"1""."
57496;"""4547";2022-05-28;19:29:46;46.01;14.54;3.79;346.863;gps;0.079;0;0;0;"1""."
60771;"""1825";2021-12-21;10:11:17;46.06;14.47;699.999;0;network;0.079;0;0;0;"1""."
46430;"""583";2021-09-23;05:48:58;46.04;14.57;3.79;341.384;gps;0.079;0;0;0;"1""."
46465;"""618";2021-09-23;05:50:08;46.050000000000004;14.57;3.79;320.529;gps;0.079;0;0;0;"1""."
53716;"""767";2022-05-28;18:21:18;46.47;15.69;3.79;308.806;gps;0.079;0;0;0;"1""."
53352;"""403";2022-05-28;18:15:14;46.42;15.809999999999999;3.79;282.626;gps;0.079;0;0;0;"1""."
53434;"""485";2022-05-28;18:16:36;46.44;15.79;3.79;284.229;gps;0.079;0;0;0;"1""."
46691;"""844";2021-09-23;05:57:31;46.150000000000006;14.65;3.79;356.166;gps;0.079;0;0;0;"1""."
3919;"""3920";2021-09-06;10:36:29;45.949999999999996;14.75;3.79;400.738;gps;0.079;0;0;0;"1""."
3940;"""3941";2021-09-06;10:37:11;45.949999999999996;14.770000000000001;3.79;394.749;gps;0.079;0;0;0;"1""."
49156;"""3309";2021-09-23;07:18:07;46.550000000000004;15.69;3.79;297.077;gps;0.079;0;0;0;"1""."
4517;"""4518";2021-09-06;10:56:04;45.839999999999996;15.16;3.79;308.594;gps;0.079;0;0;0;"1""."
4538;"""4539";2021-09-06;10:56:46;45.83;15.169999999999998;11.474;266.347;gps;0.079;0;0;0;"1""."
4295;"""4296";2021-09-06;10:48:51;45.9;15.02;3.79;370.53;gps;0.079;0;0;0;"1""."
4528;"""4529";2021-09-06;10:56:26;45.839999999999996;15.169999999999998;9.935;285.261;gps;0.079;0;0;0;"1""."
48105;"""2258";2021-09-23;06:43:41;46.260000000000005;15.389999999999999;9.935;334.249;gps;0.079;0;0;0;"1""."
48917;"""3070";2021-09-23;07:10:20;46.43;15.629999999999999;3.79;322.304;gps;0.079;0;0;0;"1""."
48564;"""2717";2021-09-23;06:58:45;46.349999999999994;15.489999999999998;60;339.9;network;0.079;0;0;0;"1""."
49875;"""4028";2021-09-23;07:41:44;46.6;15.89;3.79;303.165;gps;0.079;0;0;0;"1""."
49041;"""3194";2021-09-23;07:14:25;46.49;15.67;3.79;311.693;gps;0.079;0;0;0;"1""."
46407;"""560";2021-09-23;05:48:12;46.03;14.57;3.79;360.492;gps;0.08;0;0;0;"1""."
46368;"""521";2021-09-23;05:46:57;46.01;14.559999999999999;3.79;357.504;gps;0.08;0;0;0;"1""."
4598;"""4599";2021-09-06;10:58:45;45.839999999999996;15.209999999999999;10.061;231.958;gps;0.08;0;0;0;"1""."
4580;"""4581";2021-09-06;10:58:09;45.83;15.2;9.935;227.882;gps;0.08;0;0;0;"1""."
4599;"""4600";2021-09-06;10:58:47;45.839999999999996;15.22;9.935;234.225;gps;0.08;0;0;0;"1""."
4334;"""4335";2021-09-06;10:50:05;45.9;15.049999999999999;4.085;324.907;gps;0.08;0;0;0;"1""."
53045;"""96";2022-05-28;18:09:41;46.42;15.860000000000001;3.79;267.407;gps;0.08;0;0;0;"1""."
47945;"""2098";2021-09-23;06:38:27;46.25;15.26;3.79;294.766;gps;0.08;0;0;0;"1""."
14594;"""595";2021-09-08;08:28:11;45.940000000000005;15.5;3.79;202.585;gps;0.08;0;0;0;"1""."
42139;"""1469";2021-06-29;12:40:19;46.16;15.209999999999999;52.4;300.5;network;0.08;0;0;0;"1""."
46600;"""753";2021-09-23;05:54:31;46.120000000000005;14.6;3.79;332.648;gps;0.08;0;0;0;"1""."
43852;"""1711";2022-06-06;10:43:45;45.910000000000004;14.96;3.79;353.181;gps;0.08;0;0;0;"1""."
48134;"""2287";2021-09-23;06:44:38;46.269999999999996;15.41;10.213;337.401;gps;0.08;0;0;0;"1""."
55063;"""2114";2022-05-28;18:44:43;46.260000000000005;15.34;9.935;303.369;gps;0.08;0;0;0;"1""."
54746;"""1797";2022-05-28;18:38:59;46.3;15.440000000000001;3.79;424.408;gps;0.08;0;0;0;"1""."
44788;"""2647";2022-06-06;10:59:43;45.86;15.27;3.79;208.137;gps;0.081;0;0;0;"1""."
49813;"""3966";2021-09-23;07:39:41;46.6;15.860000000000001;9.935;361.69;gps;0.081;0;0;0;"1""."
53431;"""482";2022-05-28;18:16:33;46.43;15.79;3.79;283.897;gps;0.081;0;0;0;"1""."
