;"""N";Date;Time;N [Decimal degrees];E [Decimal degrees];GPS uncertainty [m];h [m];Location provider;D [μSv/h];Standard deviation;Standard error of the mean value;CF;"Number of measured points""."
4581;"""4582";2021-09-06;10:58:11;45.833;15.204;9.935;226.742;gps;0.076;0;0;0;"1""."
4602;"""4603";2021-09-06;10:58:53;45.842;15.217;10.028;241.942;gps;0.076;0;0;0;"1""."
4677;"""4678";2021-09-06;11:01:21;45.864;15.272;3.79;195.763;gps;0.076;0;0;0;"1""."
4679;"""4680";2021-09-06;11:01:25;45.865;15.273;3.79;194.951;gps;0.076;0;0;0;"1""."
4682;"""4683";2021-09-06;11:01:31;45.865;15.276;3.79;196.774;gps;0.076;0;0;0;"1""."
4687;"""4688";2021-09-06;11:01:42;45.867;15.28;3.79;200.482;gps;0.076;0;0;0;"1""."
3881;"""3882";2021-09-06;10:35:16;45.96;14.732;3.79;449.372;gps;0.076;0;0;0;"1""."
3871;"""3872";2021-09-06;10:34:56;45.96;14.726;3.79;473.033;gps;0.076;0;0;0;"1""."
3948;"""3949";2021-09-06;10:37:27;45.947;14.773;3.79;390.561;gps;0.076;0;0;0;"1""."
3947;"""3948";2021-09-06;10:37:25;45.947;14.772;3.79;391.359;gps;0.076;0;0;0;"1""."
3916;"""3917";2021-09-06;10:36:23;45.955;14.753;3.79;400.92;gps;0.076;0;0;0;"1""."
4536;"""4537";2021-09-06;10:56:42;45.834;15.172;11.422;271.741;gps;0.076;0;0;0;"1""."
14384;"""385";2021-09-08;08:21:25;45.914;15.469;3.79;205.343;gps;0.076;0;0;0;"1""."
14599;"""600";2021-09-08;08:28:21;45.943;15.506;3.79;203.783;gps;0.076;0;0;0;"1""."
14489;"""490";2021-09-08;08:24:46;45.934;15.484;3.79;209.369;gps;0.076;0;0;0;"1""."
14403;"""404";2021-09-08;08:22:03;45.916;15.471;3.998;199.018;gps;0.076;0;0;0;"1""."
33075;"""19076";2021-09-08;18:33:07;45.937;15.489;3.79;203.106;gps;0.076;0;0;0;"1""."
14151;"""152";2021-09-08;08:13:54;45.89;15.611;3.885;196.534;gps;0.076;0;0;0;"1""."
48927;"""3080";2021-09-23;07:10:40;46.433;15.638;3.79;320.482;gps;0.077;0;0;0;"1""."
48920;"""3073";2021-09-23;07:10:26;46.429;15.635;3.79;321.121;gps;0.077;0;0;0;"1""."
49268;"""3421";2021-09-23;07:21:48;46.591;15.711;3.79;301.595;gps;0.077;0;0;0;"1""."
3915;"""3916";2021-09-06;10:36:21;45.955;14.752;3.79;400.908;gps;0.077;0;0;0;"1""."
3941;"""3942";2021-09-06;10:37:13;45.948;14.768;3.79;397.877;gps;0.077;0;0;0;"1""."
49270;"""3423";2021-09-23;07:21:52;46.591;15.712;3.79;301.631;gps;0.077;0;0;0;"1""."
48919;"""3072";2021-09-23;07:10:24;46.429;15.634;3.79;322.818;gps;0.077;0;0;0;"1""."
4516;"""4517";2021-09-06;10:56:02;45.841;15.158;3.79;311.538;gps;0.077;0;0;0;"1""."
49219;"""3372";2021-09-23;07:20:11;46.578;15.69;3.79;337.244;gps;0.077;0;0;0;"1""."
4327;"""4328";2021-09-06;10:49:51;45.9;15.048;3.79;331.762;gps;0.077;0;0;0;"1""."
4037;"""4038";2021-09-06;10:40:20;45.935;14.833;3.79;360.947;gps;0.077;0;0;0;"1""."
4293;"""4294";2021-09-06;10:48:47;45.901;15.022;3.79;370.331;gps;0.077;0;0;0;"1""."
4050;"""4051";2021-09-06;10:40:46;45.933;14.843;3.79;354.45;gps;0.077;0;0;0;"1""."
49127;"""3280";2021-09-23;07:17:10;46.53;15.7;3.79;301.424;gps;0.077;0;0;0;"1""."
4061;"""4062";2021-09-06;10:41:07;45.929;14.85;3.79;355.534;gps;0.077;0;0;0;"1""."
4292;"""4293";2021-09-06;10:48:45;45.901;15.021;3.79;371.123;gps;0.077;0;0;0;"1""."
59712;"""766";2021-12-21;09:53:38;46.044;14.488;10.355;330.909;gps;0.077;0;0;0;"1""."
3946;"""3947";2021-09-06;10:37:23;45.947;14.771;3.79;393.121;gps;0.077;0;0;0;"1""."
49164;"""3317";2021-09-23;07:18:23;46.551;15.692;3.79;303.699;gps;0.077;0;0;0;"1""."
3949;"""3950";2021-09-06;10:37:29;45.947;14.774;3.79;389.523;gps;0.077;0;0;0;"1""."
48938;"""3091";2021-09-23;07:11:02;46.439;15.642;3.79;318.358;gps;0.077;0;0;0;"1""."
4391;"""4392";2021-09-06;10:51:56;45.876;15.085;10.2;341.778;gps;0.077;0;0;0;"1""."
4390;"""4391";2021-09-06;10:51:54;45.877;15.084;10.381;340.83;gps;0.077;0;0;0;"1""."
49157;"""3310";2021-09-23;07:18:09;46.547;15.694;3.79;298.064;gps;0.077;0;0;0;"1""."
49153;"""3306";2021-09-23;07:18:01;46.545;15.695;3.79;298.439;gps;0.077;0;0;0;"1""."
50359;"""4512";2021-09-23;07:57:31;46.675;15.994;3.79;256.232;gps;0.077;0;0;0;"1""."
49930;"""4083";2021-09-23;07:43:31;46.613;15.896;9.935;291.821;gps;0.077;0;0;0;"1""."
49876;"""4029";2021-09-23;07:41:46;46.599;15.887;3.843;301.013;gps;0.077;0;0;0;"1""."
49877;"""4030";2021-09-23;07:41:48;46.6;15.887;3.79;298.713;gps;0.077;0;0;0;"1""."
49925;"""4078";2021-09-23;07:43:21;46.611;15.895;9.935;291.047;gps;0.077;0;0;0;"1""."
50131;"""4284";2021-09-23;07:50:02;46.671;15.949;3.79;276.916;gps;0.077;0;0;0;"1""."
49406;"""3559";2021-09-23;07:26:19;46.577;15.804;3.79;312.349;gps;0.077;0;0;0;"1""."
49391;"""3544";2021-09-23;07:25:50;46.577;15.793;3.79;307.915;gps;0.077;0;0;0;"1""."
49382;"""3535";2021-09-23;07:25:32;46.574;15.787;3.79;293.098;gps;0.077;0;0;0;"1""."
50256;"""4409";2021-09-23;07:54:09;46.68;15.986;3.79;261.203;gps;0.077;0;0;0;"1""."
49378;"""3531";2021-09-23;07:25:24;46.573;15.784;3.79;291.355;gps;0.077;0;0;0;"1""."
3876;"""3877";2021-09-06;10:35:06;45.959;14.729;3.79;462.236;gps;0.077;0;0;0;"1""."
3878;"""3879";2021-09-06;10:35:10;45.959;14.73;3.79;457.475;gps;0.077;0;0;0;"1""."
49358;"""3511";2021-09-23;07:24:44;46.57;15.771;5.64;317.493;gps;0.077;0;0;0;"1""."
49407;"""3560";2021-09-23;07:26:20;46.577;15.805;3.79;312.572;gps;0.077;0;0;0;"1""."
3534;"""3535";2021-09-06;10:23:56;46.013;14.552;3.79;353.958;gps;0.077;0;0;0;"1""."
3548;"""3549";2021-09-06;10:24:24;46.012;14.56;9.935;362.162;gps;0.077;0;0;0;"1""."
49310;"""3463";2021-09-23;07:23:09;46.576;15.739;3.79;291.649;gps;0.077;0;0;0;"1""."
3712;"""3713";2021-09-06;10:29:42;45.969;14.644;3.79;389.846;gps;0.077;0;0;0;"1""."
3753;"""3754";2021-09-06;10:31:04;45.972;14.669;3.79;396.896;gps;0.077;0;0;0;"1""."
50034;"""4187";2021-09-23;07:46:53;46.647;15.921;5.165;283.26;gps;0.077;0;0;0;"1""."
3593;"""3594";2021-09-06;10:25:53;45.999;14.584;3.79;374.924;gps;0.077;0;0;0;"1""."
14150;"""151";2021-09-08;08:13:52;45.889;15.611;3.79;196.594;gps;0.077;0;0;0;"1""."
14163;"""164";2021-09-08;08:14:16;45.891;15.607;3.79;196.482;gps;0.077;0;0;0;"1""."
14180;"""181";2021-09-08;08:14:48;45.893;15.601;4.015;209.884;gps;0.077;0;0;0;"1""."
57150;"""4201";2022-05-28;19:23:27;46.088;14.585;3.79;323.894;gps;0.077;0;0;0;"1""."
52930;"""89";2022-06-07;10:18:14;45.939;15.519;10.72;207.519;averaged;0.077;0.011;0.004;0;"8""."
53047;"""98";2022-05-28;18:09:43;46.417;15.858;3.79;268.151;gps;0.077;0;0;0;"1""."
53081;"""132";2022-05-28;18:10:17;46.416;15.853;3.79;268.962;gps;0.077;0;0;0;"1""."
53132;"""183";2022-05-28;18:11:08;46.415;15.845;3.79;272.084;gps;0.077;0;0;0;"1""."
53357;"""408";2022-05-28;18:15:19;46.417;15.806;3.79;282.151;gps;0.077;0;0;0;"1""."
13025;"""13026";2021-09-06;15:43:28;45.954;15.513;3.79;387.172;gps;0.077;0;0;0;"1""."
53367;"""418";2022-05-28;18:15:29;46.419;15.804;3.79;281.731;gps;0.077;0;0;0;"1""."
53714;"""765";2022-05-28;18:21:16;46.469;15.687;3.79;308.185;gps;0.077;0;0;0;"1""."
53719;"""770";2022-05-28;18:21:21;46.469;15.685;3.79;308.379;gps;0.077;0;0;0;"1""."
53726;"""777";2022-05-28;18:21:28;46.47;15.683;3.79;309.68;gps;0.077;0;0;0;"1""."
53621;"""672";2022-05-28;18:19:43;46.458;15.723;3.79;297.833;gps;0.077;0;0;0;"1""."
53806;"""857";2022-05-28;18:22:48;46.481;15.661;3.79;322.643;gps;0.077;0;0;0;"1""."
54741;"""1792";2022-05-28;18:38:54;46.303;15.445;3.79;422.776;gps;0.077;0;0;0;"1""."
53829;"""880";2022-05-28;18:23:11;46.483;15.657;3.79;321.433;gps;0.077;0;0;0;"1""."
54182;"""1233";2022-05-28;18:29:05;46.407;15.614;9.935;330.881;gps;0.077;0;0;0;"1""."
54007;"""1058";2022-05-28;18:26:10;46.448;15.649;3.79;323.109;gps;0.077;0;0;0;"1""."
53375;"""426";2022-05-28;18:15:37;46.421;15.802;3.79;281.025;gps;0.077;0;0;0;"1""."
14366;"""367";2021-09-08;08:20:50;45.912;15.474;3.79;207.974;gps;0.077;0;0;0;"1""."
53413;"""464";2022-05-28;18:16:15;46.43;15.795;3.79;282.4;gps;0.077;0;0;0;"1""."
14487;"""488";2021-09-08;08:24:42;45.933;15.484;3.79;208.236;gps;0.077;0;0;0;"1""."
53422;"""473";2022-05-28;18:16:24;46.432;15.793;3.79;283.565;gps;0.077;0;0;0;"1""."
53439;"""490";2022-05-28;18:16:41;46.436;15.789;3.79;284.795;gps;0.077;0;0;0;"1""."
53441;"""492";2022-05-28;18:16:43;46.436;15.788;3.79;284.052;gps;0.077;0;0;0;"1""."
53443;"""494";2022-05-28;18:16:45;46.437;15.787;3.79;284.831;gps;0.077;0;0;0;"1""."
53465;"""516";2022-05-28;18:17:07;46.441;15.781;3.79;288.014;gps;0.077;0;0;0;"1""."
14604;"""605";2021-09-08;08:28:31;45.944;15.508;3.79;203.834;gps;0.077;0;0;0;"1""."
8332;"""8333";2021-09-06;13:01:37;45.923;15.541;3.79;194.218;gps;0.077;0;0;0;"1""."
8576;"""8577";2021-09-06;13:09:37;45.921;15.544;3.79;188.867;gps;0.077;0;0;0;"1""."
4578;"""4579";2021-09-06;10:58:05;45.832;15.202;9.935;228.661;gps;0.077;0;0;0;"1""."
4651;"""4652";2021-09-06;11:00:30;45.856;15.253;3.79;211.177;gps;0.077;0;0;0;"1""."
4686;"""4687";2021-09-06;11:01:39;45.867;15.279;3.79;198.746;gps;0.077;0;0;0;"1""."
57395;"""4446";2022-05-28;19:27:32;46.032;14.57;3.79;359.364;gps;0.077;0;0;0;"1""."
10026;"""10027";2021-09-06;13:57:02;45.9;15.626;3.79;191.009;gps;0.077;0;0;0;"1""."
10303;"""10304";2021-09-06;14:13:44;45.904;15.604;3.79;202.697;gps;0.077;0;0;0;"1""."
10962;"""10963";2021-09-06;14:36:30;45.931;15.554;3.79;195.882;gps;0.077;0;0;0;"1""."
57402;"""4453";2022-05-28;19:27:39;46.03;14.569;3.79;362.633;gps;0.077;0;0;0;"1""."
53957;"""1008";2022-05-28;18:25:20;46.46;15.656;4.438;318.585;gps;0.077;0;0;0;"1""."
63369;"""4423";2021-12-21;10:54:35;46.058;14.449;10.182;352.746;gps;0.077;0;0;0;"1""."
48835;"""2988";2021-09-23;07:07:38;46.392;15.593;3.79;326.316;gps;0.077;0;0;0;"1""."
64743;"""5797";2021-12-21;11:17:29;46.062;14.451;149.6;351.1;network;0.077;0;0;0;"1""."
46305;"""458";2021-09-23;05:44:51;46.022;14.514;3.79;337.591;gps;0.077;0;0;0;"1""."
46226;"""379";2021-09-23;05:42:18;46.031;14.5;3.79;331.98;gps;0.077;0;0;0;"1""."
46208;"""361";2021-09-23;05:41:42;46.035;14.5;3.79;331.837;gps;0.077;0;0;0;"1""."
46072;"""225";2021-09-23;05:37:14;46.043;14.487;10.001;339.761;gps;0.077;0;0;0;"1""."
46129;"""282";2021-09-23;05:39:05;46.046;14.498;10.516;331.896;gps;0.077;0;0;0;"1""."
64189;"""5243";2021-12-21;11:08:16;46.062;14.455;3.79;358.044;gps;0.077;0;0;0;"1""."
43291;"""1150";2022-06-06;10:34:21;45.949;14.763;3.79;399.168;gps;0.077;0;0;0;"1""."
43284;"""1143";2022-06-06;10:34:14;45.95;14.76;3.79;401.349;gps;0.077;0;0;0;"1""."
47717;"""1870";2021-09-23;06:31:01;46.259;15.075;3.79;321.422;gps;0.077;0;0;0;"1""."
47704;"""1857";2021-09-23;06:30:35;46.259;15.063;3.79;325.267;gps;0.077;0;0;0;"1""."
47868;"""2021";2021-09-23;06:35:58;46.268;15.197;3.79;309.71;gps;0.077;0;0;0;"1""."
47130;"""1283";2021-09-23;06:11:48;46.164;14.756;9.935;414.312;gps;0.077;0;0;0;"1""."
47129;"""1282";2021-09-23;06:11:46;46.164;14.755;9.935;414.019;gps;0.077;0;0;0;"1""."
65193;"""6247";2021-12-21;11:25:00;46.052;14.448;9.935;379.379;gps;0.077;0;0;0;"1""."
47163;"""1316";2021-09-23;06:12:54;46.172;14.782;3.79;440.367;gps;0.077;0;0;0;"1""."
47377;"""1530";2021-09-23;06:19:55;46.204;14.9;9.935;538.437;gps;0.077;0;0;0;"1""."
47164;"""1317";2021-09-23;06:12:56;46.172;14.783;3.79;441.671;gps;0.077;0;0;0;"1""."
65337;"""6391";2021-12-21;11:27:23;46.048;14.458;9.935;361.567;gps;0.077;0;0;0;"1""."
47177;"""1330";2021-09-23;06:13:20;46.174;14.793;3.79;445.605;gps;0.077;0;0;0;"1""."
47883;"""2036";2021-09-23;06:36:26;46.266;15.207;3.79;311.747;gps;0.077;0;0;0;"1""."
60227;"""1281";2021-12-21;10:02:13;46.05;14.46;110;361.8;network;0.077;0;0;0;"1""."
48157;"""2310";2021-09-23;06:45:24;46.279;15.422;11.015;361.828;gps;0.077;0;0;0;"1""."
48154;"""2307";2021-09-23;06:45:18;46.278;15.42;11.678;358.15;gps;0.077;0;0;0;"1""."
48225;"""2378";2021-09-23;06:47:38;46.306;15.448;6.569;424.442;gps;0.077;0;0;0;"1""."
48817;"""2970";2021-09-23;07:07:02;46.386;15.58;3.79;314.766;gps;0.077;0;0;0;"1""."
60041;"""1095";2021-12-21;09:59:07;46.047;14.466;11.784;341.249;gps;0.077;0;0;0;"1""."
48810;"""2963";2021-09-23;07:06:48;46.384;15.575;3.79;320.878;gps;0.077;0;0;0;"1""."
48135;"""2288";2021-09-23;06:44:40;46.271;15.409;10.135;338.828;gps;0.077;0;0;0;"1""."
48106;"""2259";2021-09-23;06:43:43;46.263;15.39;9.935;334.719;gps;0.077;0;0;0;"1""."
47899;"""2052";2021-09-23;06:36:56;46.263;15.219;4.028;310.712;gps;0.077;0;0;0;"1""."
47910;"""2063";2021-09-23;06:37:18;46.26;15.228;9.935;300.322;gps;0.077;0;0;0;"1""."
47922;"""2075";2021-09-23;06:37:42;46.258;15.238;9.935;305.06;gps;0.077;0;0;0;"1""."
47944;"""2097";2021-09-23;06:38:25;46.254;15.256;3.79;294.123;gps;0.077;0;0;0;"1""."
47928;"""2081";2021-09-23;06:37:54;46.256;15.243;9.935;307.828;gps;0.077;0;0;0;"1""."
46690;"""843";2021-09-23;05:57:29;46.153;14.648;3.79;355.343;gps;0.077;0;0;0;"1""."
46677;"""830";2021-09-23;05:57:05;46.149;14.64;3.877;350.923;gps;0.077;0;0;0;"1""."
46406;"""559";2021-09-23;05:48:10;46.026;14.567;3.79;361.39;gps;0.077;0;0;0;"1""."
65017;"""6071";2021-12-21;11:22:03;46.059;14.453;9.935;345.628;gps;0.077;0;0;0;"1""."
46595;"""748";2021-09-23;05:54:21;46.116;14.602;3.79;332.445;gps;0.077;0;0;0;"1""."
46653;"""806";2021-09-23;05:56:16;46.139;14.626;3.79;353.194;gps;0.077;0;0;0;"1""."
61126;"""2180";2021-12-21;10:17:12;46.052;14.458;10.495;345.754;gps;0.077;0;0;0;"1""."
46689;"""842";2021-09-23;05:57:27;46.153;14.647;3.79;354.434;gps;0.077;0;0;0;"1""."
47125;"""1278";2021-09-23;06:11:38;46.164;14.752;9.935;413.767;gps;0.077;0;0;0;"1""."
47093;"""1246";2021-09-23;06:10:35;46.171;14.727;9.935;385.166;gps;0.077;0;0;0;"1""."
47072;"""1225";2021-09-23;06:09:55;46.171;14.711;3.79;382.695;gps;0.077;0;0;0;"1""."
46856;"""1009";2021-09-23;06:02:54;46.168;14.694;108.835;377.9;network;0.077;0;0;0;"1""."
53820;"""871";2022-05-28;18:23:02;46.483;15.659;3.79;322.933;gps;0.078;0;0;0;"1""."
53373;"""424";2022-05-28;18:15:35;46.42;15.802;3.838;282.033;gps;0.078;0;0;0;"1""."
53378;"""429";2022-05-28;18:15:40;46.421;15.801;3.79;281.172;gps;0.078;0;0;0;"1""."
53371;"""422";2022-05-28;18:15:33;46.42;15.803;3.79;281.531;gps;0.078;0;0;0;"1""."
52916;"""75";2022-06-07;10:16:03;45.939;15.517;13.803;216.04;averaged;0.078;0.001;0;0;"11""."
53425;"""476";2022-05-28;18:16:27;46.433;15.792;3.79;284.102;gps;0.078;0;0;0;"1""."
53619;"""670";2022-05-28;18:19:41;46.458;15.724;3.79;297.764;gps;0.078;0;0;0;"1""."
53429;"""480";2022-05-28;18:16:31;46.433;15.791;3.79;284.063;gps;0.078;0;0;0;"1""."
53354;"""405";2022-05-28;18:15:16;46.416;15.806;3.79;282.731;gps;0.078;0;0;0;"1""."
48843;"""2996";2021-09-23;07:07:53;46.395;15.598;3.79;320.601;gps;0.078;0;0;0;"1""."
47001;"""1154";2021-09-23;06:07:34;46.167;14.694;3.79;379.489;gps;0.078;0;0;0;"1""."
49926;"""4079";2021-09-23;07:43:23;46.612;15.895;9.935;290.895;gps;0.078;0;0;0;"1""."
47126;"""1279";2021-09-23;06:11:40;46.164;14.753;9.935;413.754;gps;0.078;0;0;0;"1""."
47176;"""1329";2021-09-23;06:13:18;46.174;14.792;3.79;446.092;gps;0.078;0;0;0;"1""."
46552;"""705";2021-09-23;05:52:57;46.096;14.589;3.79;324.391;gps;0.078;0;0;0;"1""."
50313;"""4466";2021-09-23;07:56:00;46.676;15.991;9.935;254.763;gps;0.078;0;0;0;"1""."
50263;"""4416";2021-09-23;07:54:22;46.68;15.988;3.79;259.466;gps;0.078;0;0;0;"1""."
46594;"""747";2021-09-23;05:54:19;46.115;14.602;3.79;332.373;gps;0.078;0;0;0;"1""."
46671;"""824";2021-09-23;05:56:52;46.146;14.637;3.79;351.209;gps;0.078;0;0;0;"1""."
47465;"""1618";2021-09-23;06:22:47;46.218;14.927;3.79;472.742;gps;0.078;0;0;0;"1""."
50253;"""4406";2021-09-23;07:54:03;46.68;15.985;3.79;262.373;gps;0.078;0;0;0;"1""."
50252;"""4405";2021-09-23;07:54:01;46.68;15.984;3.79;262.835;gps;0.078;0;0;0;"1""."
50057;"""4210";2021-09-23;07:47:39;46.654;15.927;9.935;280.904;gps;0.078;0;0;0;"1""."
46698;"""851";2021-09-23;05:57:45;46.154;14.654;3.79;363.471;gps;0.078;0;0;0;"1""."
46699;"""852";2021-09-23;05:57:47;46.154;14.655;3.79;365.154;gps;0.078;0;0;0;"1""."
50030;"""4183";2021-09-23;07:46:45;46.645;15.92;6.654;281.387;gps;0.078;0;0;0;"1""."
46706;"""859";2021-09-23;05:58:00;46.155;14.66;3.79;362.31;gps;0.078;0;0;0;"1""."
46688;"""841";2021-09-23;05:57:25;46.152;14.646;3.79;353.168;gps;0.078;0;0;0;"1""."
47705;"""1858";2021-09-23;06:30:37;46.259;15.064;3.79;325.351;gps;0.078;0;0;0;"1""."
47874;"""2027";2021-09-23;06:36:09;46.267;15.201;3.79;309.134;gps;0.078;0;0;0;"1""."
49226;"""3379";2021-09-23;07:20:25;46.581;15.69;3.79;337.193;gps;0.078;0;0;0;"1""."
48141;"""2294";2021-09-23;06:44:52;46.273;15.413;9.935;348.234;gps;0.078;0;0;0;"1""."
49162;"""3315";2021-09-23;07:18:19;46.55;15.692;3.79;301.586;gps;0.078;0;0;0;"1""."
49155;"""3308";2021-09-23;07:18:05;46.546;15.695;3.79;296.861;gps;0.078;0;0;0;"1""."
49143;"""3296";2021-09-23;07:17:42;46.54;15.699;3.79;299.918;gps;0.078;0;0;0;"1""."
48158;"""2311";2021-09-23;06:45:26;46.28;15.422;11.257;363.122;gps;0.078;0;0;0;"1""."
48177;"""2330";2021-09-23;06:46:04;46.287;15.431;10.297;405.895;gps;0.078;0;0;0;"1""."
49038;"""3191";2021-09-23;07:14:19;46.49;15.666;3.79;313.105;gps;0.078;0;0;0;"1""."
48178;"""2331";2021-09-23;06:46:06;46.287;15.432;10.21;406.37;gps;0.078;0;0;0;"1""."
49030;"""3183";2021-09-23;07:14:03;46.487;15.662;3.79;314.822;gps;0.078;0;0;0;"1""."
48961;"""3114";2021-09-23;07:11:47;46.451;15.651;3.79;325.048;gps;0.078;0;0;0;"1""."
48937;"""3090";2021-09-23;07:11:00;46.438;15.642;3.79;319.393;gps;0.078;0;0;0;"1""."
48929;"""3082";2021-09-23;07:10:44;46.434;15.639;3.79;320.234;gps;0.078;0;0;0;"1""."
48812;"""2965";2021-09-23;07:06:52;46.384;15.576;3.79;321.692;gps;0.078;0;0;0;"1""."
48816;"""2969";2021-09-23;07:07:00;46.386;15.579;3.79;316.026;gps;0.078;0;0;0;"1""."
48854;"""3007";2021-09-23;07:08:15;46.399;15.604;3.79;313.59;gps;0.078;0;0;0;"1""."
49267;"""3420";2021-09-23;07:21:46;46.592;15.71;3.79;301.5;gps;0.078;0;0;0;"1""."
49282;"""3435";2021-09-23;07:22:14;46.587;15.72;3.79;297.358;gps;0.078;0;0;0;"1""."
49549;"""3702";2021-09-23;07:31:00;46.583;15.839;3.79;288.17;gps;0.078;0;0;0;"1""."
47901;"""2054";2021-09-23;06:37:00;46.262;15.221;3.879;310.424;gps;0.078;0;0;0;"1""."
49383;"""3536";2021-09-23;07:25:34;46.574;15.788;3.79;293.85;gps;0.078;0;0;0;"1""."
47927;"""2080";2021-09-23;06:37:52;46.257;15.242;9.935;307.037;gps;0.078;0;0;0;"1""."
49379;"""3532";2021-09-23;07:25:26;46.574;15.785;3.79;290.54;gps;0.078;0;0;0;"1""."
49357;"""3510";2021-09-23;07:24:42;46.57;15.77;11.669;317.477;gps;0.078;0;0;0;"1""."
49337;"""3490";2021-09-23;07:24:03;46.572;15.76;3.79;304.116;gps;0.078;0;0;0;"1""."
49283;"""3436";2021-09-23;07:22:16;46.586;15.72;3.79;296.438;gps;0.078;0;0;0;"1""."
47904;"""2057";2021-09-23;06:37:06;46.261;15.223;3.79;309.133;gps;0.078;0;0;0;"1""."
46464;"""617";2021-09-23;05:50:06;46.052;14.574;3.79;321.2;gps;0.078;0;0;0;"1""."
43136;"""995";2022-06-06;10:31:46;45.962;14.711;4.741;489.627;gps;0.078;0;0;0;"1""."
43203;"""1062";2022-06-06;10:32:53;45.96;14.733;3.79;455.182;gps;0.078;0;0;0;"1""."
43297;"""1156";2022-06-06;10:34:27;45.948;14.765;3.79;397.787;gps;0.078;0;0;0;"1""."
43301;"""1160";2022-06-06;10:34:31;45.948;14.766;3.79;408.627;gps;0.078;0;0;0;"1""."
43128;"""987";2022-06-06;10:31:38;45.963;14.709;5.071;485.175;gps;0.078;0;0;0;"1""."
43122;"""981";2022-06-06;10:31:32;45.964;14.708;3.798;484.79;gps;0.078;0;0;0;"1""."
43355;"""1214";2022-06-06;10:35:25;45.94;14.782;3.79;388.614;gps;0.078;0;0;0;"1""."
44787;"""2646";2022-06-06;10:59:42;45.863;15.266;3.79;208.005;gps;0.078;0;0;0;"1""."
46204;"""357";2021-09-23;05:41:34;46.036;14.5;3.79;332.123;gps;0.078;0;0;0;"1""."
46321;"""474";2021-09-23;05:45:23;46.017;14.524;3.79;334.246;gps;0.078;0;0;0;"1""."
46409;"""562";2021-09-23;05:48:16;46.027;14.568;3.79;359.75;gps;0.078;0;0;0;"1""."
46437;"""590";2021-09-23;05:49:12;46.04;14.576;3.79;326.947;gps;0.078;0;0;0;"1""."
46438;"""591";2021-09-23;05:49:14;46.041;14.577;3.79;326.553;gps;0.078;0;0;0;"1""."
49281;"""3434";2021-09-23;07:22:12;46.587;15.719;3.79;297.541;gps;0.078;0;0;0;"1""."
53975;"""1026";2022-05-28;18:25:38;46.456;15.654;3.79;316.633;gps;0.078;0;0;0;"1""."
61137;"""2191";2021-12-21;10:17:23;46.052;14.457;10.047;345.851;gps;0.078;0;0;0;"1""."
65496;"""6550";2021-12-21;11:30:02;46.046;14.477;1000;0;network;0.078;0;0;0;"1""."
60054;"""1108";2021-12-21;09:59:20;46.047;14.463;13.195;340.524;gps;0.078;0;0;0;"1""."
60052;"""1106";2021-12-21;09:59:18;46.047;14.464;12.603;340.166;gps;0.078;0;0;0;"1""."
10728;"""10729";2021-09-06;14:27:36;45.935;15.555;3.79;194.326;gps;0.078;0;0;0;"1""."
57392;"""4443";2022-05-28;19:27:29;46.033;14.57;3.79;358.263;gps;0.078;0;0;0;"1""."
57399;"""4450";2022-05-28;19:27:36;46.031;14.57;3.79;362.659;gps;0.078;0;0;0;"1""."
57401;"""4452";2022-05-28;19:27:38;46.031;14.569;3.79;362.569;gps;0.078;0;0;0;"1""."
14126;"""127";2021-09-08;08:13:05;45.889;15.615;5.12;204.185;gps;0.078;0;0;0;"1""."
57207;"""4258";2022-05-28;19:24:24;46.076;14.58;3.79;319.902;gps;0.078;0;0;0;"1""."
57212;"""4263";2022-05-28;19:24:29;46.074;14.579;3.79;319.433;gps;0.078;0;0;0;"1""."
7020;"""7021";2021-09-06;12:17:47;45.957;15.491;3.79;208.579;gps;0.078;0;0;0;"1""."
57495;"""4546";2022-05-28;19:29:45;46.014;14.544;3.79;347.835;gps;0.078;0;0;0;"1""."
14600;"""601";2021-09-08;08:28:23;45.943;15.507;3.79;203.974;gps;0.078;0;0;0;"1""."
14592;"""593";2021-09-08;08:28:07;45.942;15.504;3.79;202.481;gps;0.078;0;0;0;"1""."
14589;"""590";2021-09-08;08:28:01;45.942;15.502;3.79;201.466;gps;0.078;0;0;0;"1""."
54005;"""1056";2022-05-28;18:26:08;46.449;15.649;3.79;321.544;gps;0.078;0;0;0;"1""."
55931;"""2982";2022-05-28;18:59:12;46.256;14.985;3.79;396.359;gps;0.078;0;0;0;"1""."
56033;"""3084";2022-05-28;19:00:55;46.239;14.952;3.79;391.209;gps;0.078;0;0;0;"1""."
55934;"""2985";2022-05-28;18:59:15;46.256;14.984;3.79;394.713;gps;0.078;0;0;0;"1""."
57078;"""4129";2022-05-28;19:22:14;46.106;14.598;3.79;329.42;gps;0.078;0;0;0;"1""."
57080;"""4131";2022-05-28;19:22:16;46.105;14.597;3.79;329.688;gps;0.078;0;0;0;"1""."
57090;"""4141";2022-05-28;19:22:27;46.103;14.595;3.79;331.04;gps;0.078;0;0;0;"1""."
14189;"""190";2021-09-08;08:15:06;45.893;15.597;3.79;228.291;gps;0.078;0;0;0;"1""."
14188;"""189";2021-09-08;08:15:04;45.893;15.598;3.79;226.638;gps;0.078;0;0;0;"1""."
14502;"""503";2021-09-08;08:25:12;45.934;15.486;3.79;207.268;gps;0.078;0;0;0;"1""."
