;"""N";Date;Time;N [Decimal degrees];E [Decimal degrees];GPS uncertainty [m];h [m];Location provider;D [μSv/h];Standard deviation;Standard error of the mean value;CF;"Number of measured points""."
56302;"""3353";2022-05-28;19:09:14;46.184;14.841;13.423;561.372;gps;0.032;0;0;0;"1""."
54767;"""1818";2022-05-28;18:39:47;46.292;15.438;14.055;432.986;gps;0.033;0;0;0;"1""."
33803;"""19804";2021-09-08;18:57:02;45.925;14.93;2799.999;0;network;0.033;0;0;0;"1""."
42794;"""653";2022-06-06;10:26:04;45.981;14.601;7.176;393.21;gps;0.036;0;0;0;"1""."
56305;"""3356";2022-05-28;19:09:17;46.184;14.84;6.089;564.613;gps;0.036;0;0;0;"1""."
34291;"""20292";2021-09-08;19:12:56;45.983;14.601;1500;0;network;0.036;0;0;0;"1""."
3637;"""3638";2021-09-06;10:27:19;45.983;14.602;1700;0;network;0.037;0;0;0;"1""."
54702;"""1753";2022-05-28;18:38:15;46.31;15.454;7.29;391.875;gps;0.037;0;0;0;"1""."
47266;"""1419";2021-09-23;06:16:15;46.181;14.85;7.927;563.258;gps;0.037;0;0;0;"1""."
47325;"""1478";2021-09-23;06:18:11;46.189;14.886;2700;0;network;0.038;0;0;0;"1""."
47298;"""1451";2021-09-23;06:17:18;46.188;14.888;1700;0;network;0.038;0;0;0;"1""."
13528;"""13529";2021-09-06;15:59:53;45.91;15.518;3.79;202.283;gps;0.039;0;0;0;"1""."
34350;"""20351";2021-09-08;19:14:52;46.011;14.561;1500;0;network;0.039;0;0;0;"1""."
47258;"""1411";2021-09-23;06:15:59;46.182;14.843;2299.999;0;network;0.04;0;0;0;"1""."
57441;"""4492";2022-05-28;19:28:51;46.021;14.563;25.307;376.838;averaged;0.041;0.013;0.003;0;"28""."
33333;"""19334";2021-09-08;18:41:35;45.875;15.303;3.79;206.493;gps;0.042;0;0;0;"1""."
34356;"""20357";2021-09-08;19:15:03;46.012;14.564;3.79;371.458;gps;0.042;0;0;0;"1""."
4489;"""4490";2021-09-06;10:55:09;45.855;15.143;2500;0;network;0.043;0;0;0;"1""."
47288;"""1441";2021-09-23;06:16:59;46.188;14.885;1100;0;network;0.044;0;0;0;"1""."
13527;"""13528";2021-09-06;15:59:51;45.91;15.517;3.79;202.062;gps;0.044;0;0;0;"1""."
13530;"""13531";2021-09-06;15:59:56;45.91;15.519;3.79;203.539;gps;0.045;0;0;0;"1""."
49198;"""3351";2021-09-23;07:19:31;46.567;15.686;7.118;323.894;gps;0.046;0;0;0;"1""."
3565;"""3566";2021-09-06;10:24:57;46.007;14.567;14.981;370.173;gps;0.046;0;0;0;"1""."
45048;"""2907";2022-06-06;11:04:03;45.906;15.345;3.79;210.588;gps;0.046;0;0;0;"1""."
45005;"""2864";2022-06-06;11:03:20;45.9;15.33;3.79;207.157;gps;0.046;0;0;0;"1""."
45060;"""2919";2022-06-06;11:04:15;45.907;15.35;3.79;211.484;gps;0.046;0;0;0;"1""."
13533;"""13534";2021-09-06;16:00:02;45.91;15.521;3.79;204.6;gps;0.046;0;0;0;"1""."
56100;"""3151";2022-05-28;19:02:32;46.22;14.942;4.61;433.578;gps;0.046;0;0;0;"1""."
56308;"""3359";2022-05-28;19:09:20;46.184;14.839;3.818;559.214;gps;0.047;0;0;0;"1""."
13510;"""13511";2021-09-06;15:59:19;45.91;15.507;3.79;202.727;gps;0.047;0;0;0;"1""."
13483;"""13484";2021-09-06;15:58:25;45.91;15.49;3.79;202.431;gps;0.047;0;0;0;"1""."
13481;"""13482";2021-09-06;15:58:21;45.91;15.489;3.79;201.791;gps;0.047;0;0;0;"1""."
43922;"""1781";2022-06-06;10:45:09;45.904;14.983;3.958;359.12;gps;0.047;0;0;0;"1""."
47441;"""1594";2021-09-23;06:21:59;46.212;14.912;2299.999;0;network;0.047;0;0;0;"1""."
44999;"""2858";2022-06-06;11:03:14;45.899;15.328;3.79;207.519;gps;0.047;0;0;0;"1""."
4245;"""4246";2021-09-06;10:47:12;45.904;14.984;3.862;348.42;gps;0.047;0;0;0;"1""."
45764;"""3623";2022-06-06;11:57:37;45.948;15.494;3.79;209.773;gps;0.047;0;0;0;"1""."
13512;"""13513";2021-09-06;15:59:23;45.91;15.508;3.79;203.806;gps;0.047;0;0;0;"1""."
13523;"""13524";2021-09-06;15:59:44;45.91;15.515;3.79;203.149;gps;0.048;0;0;0;"1""."
13524;"""13525";2021-09-06;15:59:46;45.91;15.516;3.79;202.838;gps;0.048;0;0;0;"1""."
13504;"""13505";2021-09-06;15:59:07;45.91;15.503;3.79;204.77;gps;0.048;0;0;0;"1""."
13515;"""13516";2021-09-06;15:59:29;45.91;15.51;3.79;203.805;gps;0.048;0;0;0;"1""."
13460;"""13461";2021-09-06;15:57:39;45.911;15.476;6.798;193.18;gps;0.048;0;0;0;"1""."
13517;"""13518";2021-09-06;15:59:33;45.91;15.511;3.79;204.491;gps;0.048;0;0;0;"1""."
34492;"""20493";2021-09-08;19:19:30;46.033;14.469;3.79;342.423;gps;0.048;0;0;0;"1""."
41791;"""1121";2021-06-29;12:34:12;46.163;15.21;3.79;299.94;gps;0.048;0;0;0;"1""."
34457;"""20458";2021-09-08;19:18:20;46.026;14.494;3.79;339.489;gps;0.048;0;0;0;"1""."
33600;"""19601";2021-09-08;18:50:23;45.865;15.129;3.79;286.385;gps;0.048;0;0;0;"1""."
13536;"""13537";2021-09-06;16:00:08;45.91;15.523;3.79;205.033;gps;0.048;0;0;0;"1""."
34456;"""20457";2021-09-08;19:18:18;46.026;14.495;3.79;339.292;gps;0.049;0;0;0;"1""."
34453;"""20454";2021-09-08;19:18:12;46.026;14.497;3.79;339.192;gps;0.049;0;0;0;"1""."
34455;"""20456";2021-09-08;19:18:16;46.026;14.496;3.79;339.687;gps;0.049;0;0;0;"1""."
45326;"""3185";2022-06-06;11:49:04;45.915;15.435;3.79;208.684;gps;0.049;0;0;0;"1""."
13480;"""13481";2021-09-06;15:58:19;45.91;15.488;3.79;201.999;gps;0.049;0;0;0;"1""."
13493;"""13494";2021-09-06;15:58:45;45.91;15.496;3.79;206.715;gps;0.049;0;0;0;"1""."
41057;"""387";2021-06-29;12:16:30;46.167;15.223;2740;0;network;0.049;0;0;0;"1""."
45158;"""3017";2022-06-06;11:05:53;45.908;15.388;3.79;221.854;gps;0.049;0;0;0;"1""."
34491;"""20492";2021-09-08;19:19:28;46.033;14.47;3.79;342.214;gps;0.049;0;0;0;"1""."
45363;"""3222";2022-06-06;11:49:41;45.915;15.451;3.79;208.552;gps;0.049;0;0;0;"1""."
13532;"""13533";2021-09-06;16:00:00;45.91;15.52;3.79;204.066;gps;0.049;0;0;0;"1""."
13535;"""13536";2021-09-06;16:00:06;45.91;15.522;3.79;203.903;gps;0.049;0;0;0;"1""."
13499;"""13500";2021-09-06;15:58:57;45.91;15.5;3.79;204.423;gps;0.049;0;0;0;"1""."
44262;"""2121";2022-06-06;10:50:49;45.873;15.101;3.79;331.883;gps;0.049;0;0;0;"1""."
34460;"""20461";2021-09-08;19:18:26;46.026;14.492;3.79;339.736;gps;0.05;0;0;0;"1""."
42563;"""422";2022-06-06;10:21:45;46.014;14.538;3.79;341.665;gps;0.05;0;0;0;"1""."
45278;"""3137";2022-06-06;11:48:16;45.912;15.418;3.79;212.529;gps;0.05;0;0;0;"1""."
45265;"""3124";2022-06-06;11:48:03;45.912;15.413;3.79;211.514;gps;0.05;0;0;0;"1""."
45170;"""3029";2022-06-06;11:06:05;45.908;15.392;3.79;215.504;gps;0.05;0;0;0;"1""."
39645;"""2173";2021-06-30;12:50:13;46.638;16.345;3.79;219.246;gps;0.05;0;0;0;"1""."
13466;"""13467";2021-09-06;15:57:51;45.911;15.48;3.79;199.593;gps;0.05;0;0;0;"1""."
13518;"""13519";2021-09-06;15:59:35;45.91;15.512;3.79;205.329;gps;0.05;0;0;0;"1""."
34190;"""20191";2021-09-08;19:09:36;45.976;14.678;3.79;408.721;gps;0.05;0;0;0;"1""."
13508;"""13509";2021-09-06;15:59:15;45.91;15.506;3.79;202.761;gps;0.05;0;0;0;"1""."
43748;"""1607";2022-06-06;10:42:01;45.93;14.924;3.79;394.93;gps;0.05;0;0;0;"1""."
13514;"""13515";2021-09-06;15:59:27;45.91;15.509;3.79;205.539;gps;0.05;0;0;0;"1""."
13537;"""13538";2021-09-06;16:00:10;45.91;15.524;3.79;204.71;gps;0.05;0;0;0;"1""."
13498;"""13499";2021-09-06;15:58:55;45.91;15.499;3.79;205.011;gps;0.05;0;0;0;"1""."
13491;"""13492";2021-09-06;15:58:41;45.91;15.495;3.79;205.481;gps;0.051;0;0;0;"1""."
45028;"""2887";2022-06-06;11:03:43;45.903;15.338;3.79;206.442;gps;0.051;0;0;0;"1""."
13459;"""13460";2021-09-06;15:57:37;45.911;15.475;8.216;192.849;gps;0.051;0;0;0;"1""."
9417;"""9418";2021-09-06;13:37:13;45.895;15.604;4.283;201.39;gps;0.051;0;0;0;"1""."
13464;"""13465";2021-09-06;15:57:47;45.911;15.479;3.79;199.902;gps;0.051;0;0;0;"1""."
10330;"""10331";2021-09-06;14:14:35;45.908;15.602;3.79;203.387;gps;0.051;0;0;0;"1""."
34493;"""20494";2021-09-08;19:19:32;46.034;14.469;3.79;342.521;gps;0.051;0;0;0;"1""."
56397;"""3448";2022-05-28;19:10:50;46.177;14.812;3.79;495.937;gps;0.051;0;0;0;"1""."
34470;"""20471";2021-09-08;19:18:46;46.028;14.485;3.79;340.055;gps;0.051;0;0;0;"1""."
34471;"""20472";2021-09-08;19:18:48;46.028;14.484;3.79;340.398;gps;0.051;0;0;0;"1""."
6440;"""6441";2021-09-06;11:58:52;45.936;15.479;2400;0;network;0.051;0;0;0;"1""."
41727;"""1057";2021-06-29;12:33:05;46.162;15.21;3.79;299.47;gps;0.051;0;0;0;"1""."
34489;"""20490";2021-09-08;19:19:24;46.033;14.471;3.79;342.068;gps;0.051;0;0;0;"1""."
34459;"""20460";2021-09-08;19:18:24;46.026;14.493;3.79;339.553;gps;0.051;0;0;0;"1""."
11986;"""11987";2021-09-06;15:10:00;45.943;15.522;3.79;206.388;gps;0.052;0;0;0;"1""."
45525;"""3384";2022-06-06;11:53:10;45.921;15.474;3.79;206.847;gps;0.052;0;0;0;"1""."
4238;"""4239";2021-09-06;10:46:58;45.926;14.926;2599.999;0;network;0.052;0;0;0;"1""."
33881;"""19882";2021-09-08;18:59:35;45.931;14.923;3.79;392.377;gps;0.052;0;0;0;"1""."
47444;"""1597";2021-09-23;06:22:05;46.217;14.918;6.01;499.654;gps;0.052;0;0;0;"1""."
13521;"""13522";2021-09-06;15:59:40;45.91;15.514;3.79;203.695;gps;0.052;0;0;0;"1""."
34474;"""20475";2021-09-08;19:18:54;46.028;14.482;3.79;340.985;gps;0.052;0;0;0;"1""."
10292;"""10293";2021-09-06;14:13:22;45.901;15.604;3.79;191.025;gps;0.052;0;0;0;"1""."
34191;"""20192";2021-09-08;19:09:38;45.975;14.677;3.79;406.448;gps;0.052;0;0;0;"1""."
34189;"""20190";2021-09-08;19:09:34;45.976;14.679;3.79;410.892;gps;0.052;0;0;0;"1""."
41226;"""556";2021-06-29;12:22:10;46.161;15.213;14.974;302.255;gps;0.052;0;0;0;"1""."
49200;"""3353";2021-09-23;07:19:35;46.568;15.686;4.389;324.676;gps;0.052;0;0;0;"1""."
44987;"""2846";2022-06-06;11:03:02;45.897;15.324;3.79;213.748;gps;0.052;0;0;0;"1""."
13467;"""13468";2021-09-06;15:57:53;45.911;15.481;3.79;199.993;gps;0.052;0;0;0;"1""."
53533;"""584";2022-05-28;18:18:15;46.452;15.76;3.79;291.61;gps;0.052;0;0;0;"1""."
13470;"""13471";2021-09-06;15:57:59;45.911;15.482;3.79;201.047;gps;0.052;0;0;0;"1""."
45020;"""2879";2022-06-06;11:03:35;45.903;15.335;10.097;208.236;gps;0.052;0;0;0;"1""."
13507;"""13508";2021-09-06;15:59:13;45.91;15.505;3.79;203.896;gps;0.052;0;0;0;"1""."
53534;"""585";2022-05-28;18:18:16;46.452;15.759;3.79;292.054;gps;0.052;0;0;0;"1""."
53536;"""587";2022-05-28;18:18:18;46.453;15.759;3.79;292.215;gps;0.052;0;0;0;"1""."
5066;"""5067";2021-09-06;11:14:10;45.915;15.441;3.79;213.519;gps;0.053;0;0;0;"1""."
10331;"""10332";2021-09-06;14:14:37;45.908;15.601;3.79;201.618;gps;0.053;0;0;0;"1""."
10325;"""10326";2021-09-06;14:14:25;45.907;15.602;3.79;204.449;gps;0.053;0;0;0;"1""."
13520;"""13521";2021-09-06;15:59:39;45.91;15.513;3.873;204.783;gps;0.053;0;0;0;"1""."
13477;"""13478";2021-09-06;15:58:13;45.91;15.487;3.79;201.07;gps;0.053;0;0;0;"1""."
53598;"""649";2022-05-28;18:19:20;46.458;15.734;3.79;297.736;gps;0.053;0;0;0;"1""."
55185;"""2236";2022-05-28;18:46:45;46.255;15.29;3.79;290.504;gps;0.053;0;0;0;"1""."
54613;"""1664";2022-05-28;18:36:16;46.336;15.474;9.935;340.981;gps;0.053;0;0;0;"1""."
13502;"""13503";2021-09-06;15:59:03;45.91;15.502;3.79;204.64;gps;0.053;0;0;0;"1""."
13505;"""13506";2021-09-06;15:59:09;45.91;15.504;3.79;204.135;gps;0.053;0;0;0;"1""."
53520;"""571";2022-05-28;18:18:02;46.45;15.764;3.79;291.715;gps;0.053;0;0;0;"1""."
11980;"""11981";2021-09-06;15:09:48;45.942;15.523;3.79;205.877;gps;0.053;0;0;0;"1""."
53519;"""570";2022-05-28;18:18:01;46.45;15.765;3.79;291.655;gps;0.053;0;0;0;"1""."
11995;"""11996";2021-09-06;15:10:18;45.943;15.519;3.79;204.427;gps;0.053;0;0;0;"1""."
11998;"""11999";2021-09-06;15:10:23;45.943;15.518;3.79;205.373;gps;0.053;0;0;0;"1""."
34479;"""20480";2021-09-08;19:19:04;46.03;14.478;3.79;341.235;gps;0.053;0;0;0;"1""."
33880;"""19881";2021-09-08;18:59:33;45.931;14.924;3.79;391.681;gps;0.053;0;0;0;"1""."
33882;"""19883";2021-09-08;18:59:37;45.931;14.922;3.79;388.767;gps;0.053;0;0;0;"1""."
34472;"""20473";2021-09-08;19:18:50;46.028;14.483;3.79;340.755;gps;0.053;0;0;0;"1""."
48315;"""2468";2021-09-23;06:50:35;46.344;15.483;10.115;337.023;gps;0.053;0;0;0;"1""."
34469;"""20470";2021-09-08;19:18:44;46.028;14.486;3.79;340.57;gps;0.053;0;0;0;"1""."
44712;"""2571";2022-06-06;10:58:27;45.851;15.242;3.79;237.942;gps;0.053;0;0;0;"1""."
41458;"""788";2021-06-29;12:26:24;46.167;15.225;1799.999;0;network;0.053;0;0;0;"1""."
34461;"""20462";2021-09-08;19:18:28;46.027;14.491;3.79;339.511;gps;0.053;0;0;0;"1""."
4848;"""4849";2021-09-06;11:06:56;45.908;15.393;3.79;201.697;gps;0.053;0;0;0;"1""."
4799;"""4800";2021-09-06;11:05:22;45.907;15.352;3.79;191.038;gps;0.053;0;0;0;"1""."
13496;"""13497";2021-09-06;15:58:51;45.91;15.498;3.79;205.014;gps;0.054;0;0;0;"1""."
34187;"""20188";2021-09-08;19:09:30;45.976;14.68;3.79;415.325;gps;0.054;0;0;0;"1""."
44276;"""2135";2022-06-06;10:51:03;45.873;15.106;3.79;320.163;gps;0.054;0;0;0;"1""."
53685;"""736";2022-05-28;18:20:47;46.464;15.697;3.79;306.914;gps;0.054;0;0;0;"1""."
13501;"""13502";2021-09-06;15:59:01;45.91;15.501;3.79;204.533;gps;0.054;0;0;0;"1""."
53578;"""629";2022-05-28;18:19:00;46.457;15.742;3.79;296.789;gps;0.054;0;0;0;"1""."
53595;"""646";2022-05-28;18:19:17;46.458;15.735;3.79;296.444;gps;0.054;0;0;0;"1""."
13476;"""13477";2021-09-06;15:58:11;45.911;15.486;3.79;200.979;gps;0.054;0;0;0;"1""."
10338;"""10339";2021-09-06;14:14:51;45.909;15.601;3.79;201.129;gps;0.054;0;0;0;"1""."
49202;"""3355";2021-09-23;07:19:38;46.569;15.686;3.79;325.18;gps;0.054;0;0;0;"1""."
34089;"""20090";2021-09-08;19:06:19;45.955;14.754;3.79;403.549;gps;0.054;0;0;0;"1""."
34141;"""20142";2021-09-08;19:08:01;45.973;14.717;3.79;493.878;gps;0.054;0;0;0;"1""."
47271;"""1424";2021-09-23;06:16:25;46.181;14.853;3.79;569.018;gps;0.054;0;0;0;"1""."
34153;"""20154";2021-09-08;19:08:22;45.975;14.708;3.79;495.963;gps;0.054;0;0;0;"1""."
45845;"""3704";2022-06-06;11:59:09;45.958;15.488;7.58;212.96;averaged;0.054;0.001;0.001;0;"4""."
10449;"""10450";2021-09-06;14:18:29;45.925;15.586;3.79;193.003;gps;0.054;0;0;0;"1""."
44970;"""2829";2022-06-06;11:02:45;45.894;15.319;3.79;214.037;gps;0.054;0;0;0;"1""."
44886;"""2745";2022-06-06;11:01:21;45.874;15.304;3.79;206.811;gps;0.054;0;0;0;"1""."
33700;"""19701";2021-09-08;18:53:38;45.894;15.059;3.79;319.464;gps;0.054;0;0;0;"1""."
45844;"""3703";2022-06-06;11:59:05;45.958;15.489;14.988;212.65;averaged;0.054;0.001;0;0;"3""."
6912;"""6913";2021-09-06;12:14:16;45.943;15.486;4.088;211.957;gps;0.054;0;0;0;"1""."
12192;"""12193";2021-09-06;15:16:46;45.951;15.507;3.79;205.228;gps;0.054;0;0;0;"1""."
42397;"""256";2022-06-06;10:18:59;46.023;14.497;3.79;339.247;gps;0.054;0;0;0;"1""."
34478;"""20479";2021-09-08;19:19:02;46.029;14.479;3.79;341.397;gps;0.054;0;0;0;"1""."
12012;"""12013";2021-09-06;15:10:51;45.943;15.516;3.79;206.228;gps;0.054;0;0;0;"1""."
42462;"""321";2022-06-06;10:20:04;46.023;14.508;3.79;339.859;gps;0.054;0;0;0;"1""."
53515;"""566";2022-05-28;18:17:57;46.45;15.766;3.79;291.77;gps;0.054;0;0;0;"1""."
4156;"""4157";2021-09-06;10:44:16;45.93;14.925;3.79;385.722;gps;0.054;0;0;0;"1""."
53514;"""565";2022-05-28;18:17:56;46.449;15.766;3.79;291.956;gps;0.054;0;0;0;"1""."
11359;"""11360";2021-09-06;14:49:28;45.93;15.53;3.79;193.639;gps;0.055;0;0;0;"1""."
55183;"""2234";2022-05-28;18:46:43;46.255;15.291;3.79;290.327;gps;0.055;0;0;0;"1""."
34482;"""20483";2021-09-08;19:19:10;46.031;14.476;3.79;340.528;gps;0.055;0;0;0;"1""."
53528;"""579";2022-05-28;18:18:10;46.452;15.761;3.79;291.813;gps;0.055;0;0;0;"1""."
44877;"""2736";2022-06-06;11:01:12;45.873;15.301;3.79;204.147;gps;0.055;0;0;0;"1""."
34476;"""20477";2021-09-08;19:18:58;46.029;14.48;3.79;340.668;gps;0.055;0;0;0;"1""."
12049;"""12050";2021-09-06;15:12:05;45.945;15.507;3.79;202.773;gps;0.055;0;0;0;"1""."
12044;"""12045";2021-09-06;15:11:55;45.945;15.508;3.79;207.985;gps;0.055;0;0;0;"1""."
34475;"""20476";2021-09-08;19:18:56;46.029;14.481;3.79;340.987;gps;0.055;0;0;0;"1""."
6934;"""6935";2021-09-06;12:14:58;45.948;15.487;9.935;205.722;gps;0.055;0;0;0;"1""."
5076;"""5077";2021-09-06;11:14:29;45.915;15.449;3.79;213.076;gps;0.055;0;0;0;"1""."
9415;"""9416";2021-09-06;13:37:10;45.895;15.603;4.492;204.209;gps;0.055;0;0;0;"1""."
42448;"""307";2022-06-06;10:19:50;46.024;14.504;3.79;338.845;gps;0.055;0;0;0;"1""."
5065;"""5066";2021-09-06;11:14:08;45.915;15.44;3.79;213.503;gps;0.055;0;0;0;"1""."
4800;"""4801";2021-09-06;11:05:24;45.907;15.353;3.79;192.033;gps;0.055;0;0;0;"1""."
4798;"""4799";2021-09-06;11:05:20;45.907;15.351;3.79;191.186;gps;0.055;0;0;0;"1""."
4771;"""4772";2021-09-06;11:04:26;45.9;15.329;9.935;203.572;gps;0.055;0;0;0;"1""."
4769;"""4770";2021-09-06;11:04:22;45.899;15.327;9.935;204.366;gps;0.055;0;0;0;"1""."
44916;"""2775";2022-06-06;11:01:51;45.882;15.308;3.79;207.529;gps;0.055;0;0;0;"1""."
34486;"""20487";2021-09-08;19:19:18;46.032;14.473;3.79;342.497;gps;0.055;0;0;0;"1""."
34484;"""20485";2021-09-08;19:19:14;46.031;14.474;3.79;340.826;gps;0.055;0;0;0;"1""."
34520;"""20521";2021-09-08;19:20:26;46.038;14.468;3.79;345.566;gps;0.055;0;0;0;"1""."
34524;"""20525";2021-09-08;19:20:34;46.038;14.469;3.79;346.269;gps;0.055;0;0;0;"1""."
13471;"""13472";2021-09-06;15:58:01;45.911;15.483;3.79;201.368;gps;0.055;0;0;0;"1""."
34186;"""20187";2021-09-08;19:09:28;45.976;14.681;3.79;418.761;gps;0.055;0;0;0;"1""."
53592;"""643";2022-05-28;18:19:14;46.458;15.736;3.79;296.842;gps;0.055;0;0;0;"1""."
34151;"""20152";2021-09-08;19:08:19;45.975;14.709;3.79;498.175;gps;0.055;0;0;0;"1""."
34146;"""20147";2021-09-08;19:08:10;45.974;14.713;3.79;500.366;gps;0.055;0;0;0;"1""."
34143;"""20144";2021-09-08;19:08:05;45.973;14.715;3.79;492.801;gps;0.055;0;0;0;"1""."
34142;"""20143";2021-09-08;19:08:03;45.973;14.716;3.79;482.176;gps;0.055;0;0;0;"1""."
42507;"""366";2022-06-06;10:20:49;46.018;14.521;3.79;339.309;gps;0.055;0;0;0;"1""."
34174;"""20175";2021-09-08;19:09:04;45.979;14.691;3.79;455.707;gps;0.055;0;0;0;"1""."
4247;"""4248";2021-09-06;10:47:16;45.904;14.985;3.835;352.548;gps;0.055;0;0;0;"1""."
13485;"""13486";2021-09-06;15:58:29;45.91;15.491;3.79;203.406;gps;0.055;0;0;0;"1""."
53522;"""573";2022-05-28;18:18:04;46.451;15.764;3.79;292.309;gps;0.055;0;0;0;"1""."
33915;"""19916";2021-09-08;19:00:43;45.924;14.894;3.79;356.546;gps;0.055;0;0;0;"1""."
53573;"""624";2022-05-28;18:18:55;46.457;15.744;3.79;294.461;gps;0.055;0;0;0;"1""."
53576;"""627";2022-05-28;18:18:58;46.457;15.743;3.79;296.066;gps;0.055;0;0;0;"1""."
34177;"""20178";2021-09-08;19:09:10;45.979;14.689;3.79;445.799;gps;0.056;0;0;0;"1""."
42396;"""255";2022-06-06;10:18:58;46.023;14.498;3.79;339.627;gps;0.056;0;0;0;"1""."
13495;"""13496";2021-09-06;15:58:49;45.91;15.497;3.79;205.188;gps;0.056;0;0;0;"1""."
34196;"""20197";2021-09-08;19:09:48;45.974;14.673;3.79;397.848;gps;0.056;0;0;0;"1""."
13488;"""13489";2021-09-06;15:58:35;45.91;15.493;3.79;205.457;gps;0.056;0;0;0;"1""."
34199;"""20200";2021-09-08;19:09:54;45.973;14.671;3.79;394.075;gps;0.056;0;0;0;"1""."
34197;"""20198";2021-09-08;19:09:50;45.973;14.672;3.79;396.341;gps;0.056;0;0;0;"1""."
34139;"""20140";2021-09-08;19:07:58;45.973;14.718;3.79;481.618;gps;0.056;0;0;0;"1""."
34131;"""20132";2021-09-08;19:07:43;45.97;14.723;3.79;480.471;gps;0.056;0;0;0;"1""."
34144;"""20145";2021-09-08;19:08:07;45.973;14.714;3.79;496.876;gps;0.056;0;0;0;"1""."
34154;"""20155";2021-09-08;19:08:24;45.975;14.707;3.79;495.436;gps;0.056;0;0;0;"1""."
34150;"""20151";2021-09-08;19:08:18;45.974;14.71;3.79;499.56;gps;0.056;0;0;0;"1""."
34148;"""20149";2021-09-08;19:08:14;45.974;14.711;3.79;500.337;gps;0.056;0;0;0;"1""."
34147;"""20148";2021-09-08;19:08:12;45.974;14.712;3.79;500.378;gps;0.056;0;0;0;"1""."
34115;"""20116";2021-09-08;19:07:11;45.963;14.732;3.79;424.201;gps;0.056;0;0;0;"1""."
9410;"""9411";2021-09-06;13:37:02;45.894;15.603;9.169;213.09;gps;0.056;0;0;0;"1""."
34117;"""20118";2021-09-08;19:07:15;45.963;14.731;3.79;429.439;gps;0.056;0;0;0;"1""."
34120;"""20121";2021-09-08;19:07:21;45.965;14.729;3.79;436.626;gps;0.056;0;0;0;"1""."
34118;"""20119";2021-09-08;19:07:17;45.964;14.73;3.79;431.981;gps;0.056;0;0;0;"1""."
34193;"""20194";2021-09-08;19:09:42;45.975;14.675;3.79;402.535;gps;0.056;0;0;0;"1""."
33963;"""19964";2021-09-08;19:02:14;45.929;14.853;3.79;355.655;gps;0.056;0;0;0;"1""."
33870;"""19871";2021-09-08;18:59:13;45.927;14.931;3.79;372.37;gps;0.056;0;0;0;"1""."
13474;"""13475";2021-09-06;15:58:07;45.911;15.485;3.79;200.327;gps;0.056;0;0;0;"1""."
12084;"""12085";2021-09-06;15:13:13;45.949;15.506;3.79;197.865;gps;0.056;0;0;0;"1""."
34467;"""20468";2021-09-08;19:18:40;46.027;14.487;3.79;340.582;gps;0.056;0;0;0;"1""."
34468;"""20469";2021-09-08;19:18:42;46.027;14.486;3.79;340.509;gps;0.056;0;0;0;"1""."
34194;"""20195";2021-09-08;19:09:44;45.974;14.675;3.79;401.441;gps;0.056;0;0;0;"1""."
34496;"""20497";2021-09-08;19:19:38;46.034;14.467;3.79;344.107;gps;0.056;0;0;0;"1""."
34487;"""20488";2021-09-08;19:19:20;46.032;14.472;3.79;341.979;gps;0.056;0;0;0;"1""."
34483;"""20484";2021-09-08;19:19:12;46.031;14.475;3.79;340.716;gps;0.056;0;0;0;"1""."
33784;"""19785";2021-09-08;18:56:24;45.904;14.991;3.79;369.471;gps;0.056;0;0;0;"1""."
7013;"""7014";2021-09-06;12:17:33;45.956;15.492;156.9;212.8;network;0.056;0;0;0;"1""."
6995;"""6996";2021-09-06;12:16:58;45.957;15.49;9.935;211.333;gps;0.056;0;0;0;"1""."
4494;"""4495";2021-09-06;10:55:19;45.849;15.146;8.352;336.206;gps;0.056;0;0;0;"1""."
10478;"""10479";2021-09-06;14:19:27;45.927;15.583;3.79;191.943;gps;0.056;0;0;0;"1""."
10353;"""10354";2021-09-06;14:15:21;45.911;15.598;3.79;198.984;gps;0.056;0;0;0;"1""."
10479;"""10480";2021-09-06;14:19:29;45.927;15.582;3.79;190.58;gps;0.056;0;0;0;"1""."
55187;"""2238";2022-05-28;18:46:47;46.255;15.289;3.79;290.653;gps;0.056;0;0;0;"1""."
54854;"""1905";2022-05-28;18:41:14;46.277;15.418;9.935;367.172;gps;0.056;0;0;0;"1""."
10350;"""10351";2021-09-06;14:15:15;45.911;15.599;3.79;198.826;gps;0.056;0;0;0;"1""."
10412;"""10413";2021-09-06;14:17:16;45.922;15.592;3.79;194.103;gps;0.056;0;0;0;"1""."
10470;"""10471";2021-09-06;14:19:11;45.927;15.584;3.79;191.594;gps;0.056;0;0;0;"1""."
10435;"""10436";2021-09-06;14:18:01;45.924;15.586;3.79;191.1;gps;0.056;0;0;0;"1""."
56269;"""3320";2022-05-28;19:08:17;46.183;14.858;4.118;569.992;gps;0.056;0;0;0;"1""."
4844;"""4845";2021-09-06;11:06:48;45.908;15.39;3.79;205.026;gps;0.056;0;0;0;"1""."
4813;"""4814";2021-09-06;11:05:48;45.907;15.364;3.79;198.689;gps;0.056;0;0;0;"1""."
42664;"""523";2022-06-06;10:23:41;46.006;14.568;7.519;377.171;gps;0.056;0;0;0;"1""."
5064;"""5065";2021-09-06;11:14:06;45.915;15.439;3.79;213.481;gps;0.056;0;0;0;"1""."
5075;"""5076";2021-09-06;11:14:27;45.915;15.448;3.79;212.47;gps;0.056;0;0;0;"1""."
5074;"""5075";2021-09-06;11:14:25;45.915;15.447;3.79;212.179;gps;0.056;0;0;0;"1""."
