;"""N";Date;Time;N [Decimal degrees];E [Decimal degrees];GPS uncertainty [m];h [m];Location provider;D [μSv/h];Standard deviation;Standard error of the mean value;CF;"Number of measured points""."
786;"""787";2022-09-09;10:18:46;46.017;14.558;3.79;373.264;gps;0.042;0;0;0;"1""."
729;"""730";2022-09-09;10:17:13;46.029;14.568;8.811;360.836;gps;0.043;0;0;0;"1""."
880;"""881";2022-09-09;10:20:22;46.017;14.526;3.79;336.927;gps;0.046;0;0;0;"1""."
875;"""876";2022-09-09;10:20:17;46.017;14.528;3.79;337.328;gps;0.047;0;0;0;"1""."
877;"""878";2022-09-09;10:20:19;46.017;14.527;3.79;336.699;gps;0.047;0;0;0;"1""."
889;"""890";2022-09-09;10:20:31;46.018;14.522;3.79;336.509;gps;0.048;0;0;0;"1""."
462;"""463";2022-09-09;10:12:31;46.091;14.587;3.79;324.933;gps;0.048;0;0;0;"1""."
2118;"""814";2022-09-09;09:35:40;46.099;14.539;3.79;336.654;gps;0.049;0;0;0;"1""."
2117;"""813";2022-09-09;09:35:39;46.099;14.538;3.79;336.505;gps;0.049;0;0;0;"1""."
2347;"""1043";2022-09-09;09:39:48;46.127;14.558;3.79;346.986;gps;0.049;0;0;0;"1""."
887;"""888";2022-09-09;10:20:29;46.018;14.523;3.79;336.876;gps;0.049;0;0;0;"1""."
891;"""892";2022-09-09;10:20:33;46.019;14.522;3.79;336.838;gps;0.049;0;0;0;"1""."
883;"""884";2022-09-09;10:20:25;46.017;14.525;3.79;337.078;gps;0.049;0;0;0;"1""."
884;"""885";2022-09-09;10:20:26;46.018;14.524;3.79;337.02;gps;0.05;0;0;0;"1""."
2392;"""1088";2022-09-09;09:40:34;46.132;14.566;3.79;348.613;gps;0.05;0;0;0;"1""."
2394;"""1090";2022-09-09;09:40:36;46.133;14.566;3.79;348.201;gps;0.05;0;0;0;"1""."
2048;"""744";2022-09-09;09:33:36;46.087;14.533;3.79;339.882;gps;0.05;0;0;0;"1""."
538;"""539";2022-09-09;10:13:48;46.072;14.578;3.79;324.219;gps;0.05;0;0;0;"1""."
2049;"""745";2022-09-09;09:33:37;46.088;14.533;3.79;339.491;gps;0.05;0;0;0;"1""."
512;"""513";2022-09-09;10:13:21;46.078;14.581;3.79;323.877;gps;0.05;0;0;0;"1""."
465;"""466";2022-09-09;10:12:34;46.09;14.586;3.79;325.258;gps;0.05;0;0;0;"1""."
2343;"""1039";2022-09-09;09:39:44;46.127;14.557;3.79;345.477;gps;0.05;0;0;0;"1""."
2350;"""1046";2022-09-09;09:39:51;46.128;14.558;3.79;346.957;gps;0.05;0;0;0;"1""."
2334;"""1030";2022-09-09;09:39:35;46.126;14.556;3.79;346.12;gps;0.051;0;0;0;"1""."
2327;"""1023";2022-09-09;09:39:28;46.125;14.555;3.79;348.2;gps;0.051;0;0;0;"1""."
458;"""459";2022-09-09;10:12:27;46.092;14.587;3.79;325.417;gps;0.051;0;0;0;"1""."
448;"""449";2022-09-09;10:12:17;46.095;14.588;3.79;328.341;gps;0.051;0;0;0;"1""."
2340;"""1036";2022-09-09;09:39:41;46.126;14.557;3.79;345.249;gps;0.051;0;0;0;"1""."
2391;"""1087";2022-09-09;09:40:33;46.132;14.565;3.79;348.519;gps;0.051;0;0;0;"1""."
872;"""873";2022-09-09;10:20:13;46.016;14.529;3.79;337.996;gps;0.051;0;0;0;"1""."
387;"""388";2022-09-09;10:11:17;46.11;14.6;5.36;331.521;averaged;0.051;0;0;0;"2""."
2043;"""739";2022-09-09;09:33:31;46.086;14.532;3.79;339.92;gps;0.051;0;0;0;"1""."
1664;"""360";2022-09-09;09:26:20;46.049;14.448;3.79;356.767;gps;0.051;0;0;0;"1""."
2332;"""1028";2022-09-09;09:39:33;46.125;14.556;3.79;346.469;gps;0.052;0;0;0;"1""."
1980;"""676";2022-09-09;09:32:18;46.08;14.526;3.79;345.189;gps;0.052;0;0;0;"1""."
2055;"""751";2022-09-09;09:33:43;46.089;14.533;3.79;340.57;gps;0.052;0;0;0;"1""."
611;"""612";2022-09-09;10:15:03;46.057;14.574;3.79;319.551;gps;0.052;0;0;0;"1""."
536;"""537";2022-09-09;10:13:46;46.073;14.579;3.79;323.626;gps;0.052;0;0;0;"1""."
530;"""531";2022-09-09;10:13:40;46.074;14.579;3.79;323.269;gps;0.052;0;0;0;"1""."
517;"""518";2022-09-09;10:13:26;46.077;14.581;3.79;322.877;gps;0.052;0;0;0;"1""."
697;"""698";2022-09-09;10:16:29;46.036;14.572;3.79;351.22;gps;0.052;0;0;0;"1""."
1660;"""356";2022-09-09;09:26:16;46.048;14.448;3.79;353.983;gps;0.052;0;0;0;"1""."
860;"""861";2022-09-09;10:20:01;46.015;14.534;3.79;338.427;gps;0.052;0;0;0;"1""."
426;"""427";2022-09-09;10:11:55;46.1;14.593;3.79;331.971;gps;0.052;0;0;0;"1""."
1636;"""332";2022-09-09;09:25:52;46.043;14.447;3.79;345.651;gps;0.052;0;0;0;"1""."
215;"""216";2022-09-09;10:07:55;46.135;14.605;5.36;344.078;averaged;0.052;0.001;0.001;0;"2""."
442;"""443";2022-09-09;10:12:11;46.096;14.589;3.79;328.696;gps;0.052;0;0;0;"1""."
940;"""941";2022-09-09;10:21:24;46.025;14.504;3.79;338.737;gps;0.052;0;0;0;"1""."
945;"""946";2022-09-09;10:21:28;46.025;14.502;3.79;338.994;gps;0.052;0;0;0;"1""."
423;"""424";2022-09-09;10:11:52;46.101;14.593;3.79;331.882;gps;0.052;0;0;0;"1""."
1604;"""300";2022-09-09;09:25:20;46.038;14.453;3.79;348.7;gps;0.052;0;0;0;"1""."
2383;"""1079";2022-09-09;09:40:25;46.132;14.564;3.79;348.874;gps;0.052;0;0;0;"1""."
485;"""486";2022-09-09;10:12:54;46.085;14.584;3.79;328.831;gps;0.052;0;0;0;"1""."
2123;"""819";2022-09-09;09:35:45;46.1;14.539;3.79;339.919;gps;0.052;0;0;0;"1""."
2250;"""946";2022-09-09;09:38:01;46.116;14.548;5.36;350.742;averaged;0.052;0;0;0;"2""."
421;"""422";2022-09-09;10:11:50;46.101;14.594;3.79;333.164;gps;0.052;0;0;0;"1""."
1981;"""677";2022-09-09;09:32:19;46.08;14.527;3.79;344.912;gps;0.053;0;0;0;"1""."
1630;"""326";2022-09-09;09:25:46;46.041;14.448;3.79;346.538;gps;0.053;0;0;0;"1""."
537;"""538";2022-09-09;10:13:47;46.073;14.578;3.79;324.051;gps;0.053;0;0;0;"1""."
1624;"""320";2022-09-09;09:25:40;46.041;14.449;3.79;347.812;gps;0.053;0;0;0;"1""."
455;"""456";2022-09-09;10:12:24;46.093;14.588;3.79;326.594;gps;0.053;0;0;0;"1""."
1699;"""395";2022-09-09;09:26:55;46.057;14.454;3.79;354.763;gps;0.053;0;0;0;"1""."
2255;"""951";2022-09-09;09:38:07;46.116;14.549;3.79;348.545;gps;0.053;0;0;0;"1""."
922;"""923";2022-09-09;10:21:04;46.023;14.51;3.79;339.687;gps;0.053;0;0;0;"1""."
925;"""926";2022-09-09;10:21:07;46.023;14.509;3.79;340.278;gps;0.053;0;0;0;"1""."
904;"""905";2022-09-09;10:20:46;46.021;14.517;3.79;335.303;gps;0.053;0;0;0;"1""."
942;"""943";2022-09-09;10:21:26;46.025;14.503;3.79;338.921;gps;0.053;0;0;0;"1""."
948;"""949";2022-09-09;10:21:31;46.025;14.501;3.79;338.78;gps;0.053;0;0;0;"1""."
949;"""950";2022-09-09;10:21:32;46.025;14.5;3.79;339.024;gps;0.053;0;0;0;"1""."
953;"""954";2022-09-09;10:21:36;46.026;14.499;3.79;338.338;gps;0.053;0;0;0;"1""."
871;"""872";2022-09-09;10:20:12;46.016;14.53;3.79;338.445;gps;0.053;0;0;0;"1""."
867;"""868";2022-09-09;10:20:08;46.016;14.531;3.79;338.868;gps;0.053;0;0;0;"1""."
1989;"""685";2022-09-09;09:32:27;46.08;14.528;3.79;343.78;gps;0.053;0;0;0;"1""."
548;"""549";2022-09-09;10:13:58;46.07;14.578;3.79;323.633;gps;0.053;0;0;0;"1""."
2063;"""759";2022-09-09;09:33:51;46.091;14.534;3.79;340.012;gps;0.053;0;0;0;"1""."
2292;"""988";2022-09-09;09:38:53;46.12;14.551;3.79;348.928;gps;0.053;0;0;0;"1""."
2039;"""735";2022-09-09;09:33:27;46.086;14.531;3.79;340.597;gps;0.053;0;0;0;"1""."
2298;"""994";2022-09-09;09:38:59;46.12;14.552;3.79;348.879;gps;0.053;0;0;0;"1""."
698;"""699";2022-09-09;10:16:30;46.035;14.572;3.79;352.039;gps;0.053;0;0;0;"1""."
441;"""442";2022-09-09;10:12:10;46.096;14.59;3.79;329.196;gps;0.053;0;0;0;"1""."
393;"""394";2022-09-09;10:11:23;46.108;14.6;3.79;332.47;gps;0.053;0;0;0;"1""."
446;"""447";2022-09-09;10:12:15;46.095;14.589;3.79;329.552;gps;0.053;0;0;0;"1""."
391;"""392";2022-09-09;10:11:21;46.109;14.6;3.79;333.485;gps;0.053;0;0;0;"1""."
416;"""417";2022-09-09;10:11:45;46.102;14.595;3.79;333.181;gps;0.053;0;0;0;"1""."
418;"""419";2022-09-09;10:11:47;46.102;14.594;3.79;333.545;gps;0.053;0;0;0;"1""."
683;"""684";2022-09-09;10:16:15;46.039;14.575;3.79;338.808;gps;0.054;0;0;0;"1""."
694;"""695";2022-09-09;10:16:26;46.036;14.573;3.79;344.875;gps;0.054;0;0;0;"1""."
2320;"""1016";2022-09-09;09:39:21;46.124;14.554;3.79;348.058;gps;0.054;0;0;0;"1""."
2026;"""722";2022-09-09;09:33:14;46.083;14.53;3.79;338.688;gps;0.054;0;0;0;"1""."
2047;"""743";2022-09-09;09:33:35;46.087;14.532;3.79;340.305;gps;0.054;0;0;0;"1""."
661;"""662";2022-09-09;10:15:53;46.044;14.576;3.79;325.992;gps;0.054;0;0;0;"1""."
1355;"""51";2022-09-09;09:18:50;46.044;14.489;3.79;342.675;gps;0.054;0;0;0;"1""."
604;"""605";2022-09-09;10:14:56;46.058;14.574;3.79;320.389;gps;0.054;0;0;0;"1""."
615;"""616";2022-09-09;10:15:07;46.056;14.574;3.79;319.922;gps;0.054;0;0;0;"1""."
1772;"""468";2022-09-09;09:28:14;46.073;14.464;3.79;353.237;gps;0.054;0;0;0;"1""."
1773;"""469";2022-09-09;09:28:14;46.074;14.464;3.79;354.124;gps;0.054;0;0;0;"1""."
601;"""602";2022-09-09;10:14:53;46.059;14.574;3.79;320.386;gps;0.054;0;0;0;"1""."
1995;"""691";2022-09-09;09:32:33;46.08;14.529;3.79;342.892;gps;0.054;0;0;0;"1""."
648;"""649";2022-09-09;10:15:40;46.048;14.576;3.79;325.661;gps;0.054;0;0;0;"1""."
652;"""653";2022-09-09;10:15:44;46.047;14.576;3.79;325.566;gps;0.054;0;0;0;"1""."
865;"""866";2022-09-09;10:20:06;46.016;14.532;3.79;339.187;gps;0.054;0;0;0;"1""."
2413;"""1109";2022-09-09;09:40:55;46.134;14.569;3.79;348.916;gps;0.054;0;0;0;"1""."
920;"""921";2022-09-09;10:21:02;46.023;14.511;3.79;339.058;gps;0.054;0;0;0;"1""."
2057;"""753";2022-09-09;09:33:45;46.089;14.534;3.79;340.412;gps;0.054;0;0;0;"1""."
2260;"""956";2022-09-09;09:38:12;46.117;14.549;3.79;346.174;gps;0.054;0;0;0;"1""."
2243;"""939";2022-09-09;09:37:50;46.114;14.547;3.79;353.884;gps;0.054;0;0;0;"1""."
528;"""529";2022-09-09;10:13:37;46.075;14.579;3.79;322.685;gps;0.054;0;0;0;"1""."
456;"""457";2022-09-09;10:12:25;46.093;14.587;3.79;325.666;gps;0.054;0;0;0;"1""."
480;"""481";2022-09-09;10:12:49;46.086;14.585;3.79;328.026;gps;0.054;0;0;0;"1""."
509;"""510";2022-09-09;10:13:18;46.079;14.581;3.79;324.682;gps;0.054;0;0;0;"1""."
481;"""482";2022-09-09;10:12:50;46.086;14.584;3.79;328.697;gps;0.054;0;0;0;"1""."
505;"""506";2022-09-09;10:13:14;46.08;14.582;3.79;325.499;gps;0.054;0;0;0;"1""."
1635;"""331";2022-09-09;09:25:51;46.042;14.447;3.79;345.637;gps;0.054;0;0;0;"1""."
519;"""520";2022-09-09;10:13:28;46.077;14.58;3.79;322.851;gps;0.054;0;0;0;"1""."
1654;"""350";2022-09-09;09:26:10;46.046;14.447;3.79;350.165;gps;0.054;0;0;0;"1""."
1659;"""355";2022-09-09;09:26:15;46.047;14.448;3.79;353.661;gps;0.054;0;0;0;"1""."
453;"""454";2022-09-09;10:12:22;46.094;14.588;3.79;326.208;gps;0.054;0;0;0;"1""."
1645;"""341";2022-09-09;09:26:01;46.044;14.447;3.79;347.302;gps;0.054;0;0;0;"1""."
308;"""309";2022-09-09;10:09:51;46.131;14.61;3.79;346.468;gps;0.055;0;0;0;"1""."
750;"""751";2022-09-09;10:17:34;46.026;14.566;3.79;369.225;gps;0.055;0;0;0;"1""."
864;"""865";2022-09-09;10:20:05;46.015;14.533;3.79;339.365;gps;0.055;0;0;0;"1""."
527;"""528";2022-09-09;10:13:36;46.075;14.58;3.79;323.134;gps;0.055;0;0;0;"1""."
857;"""858";2022-09-09;10:19:58;46.015;14.535;3.79;338.205;gps;0.055;0;0;0;"1""."
524;"""525";2022-09-09;10:13:33;46.076;14.58;3.79;323.112;gps;0.055;0;0;0;"1""."
2059;"""755";2022-09-09;09:33:47;46.09;14.534;3.79;340.293;gps;0.055;0;0;0;"1""."
2263;"""959";2022-09-09;09:38:15;46.117;14.55;3.79;346.032;gps;0.055;0;0;0;"1""."
494;"""495";2022-09-09;10:13:03;46.083;14.583;3.79;327.54;gps;0.055;0;0;0;"1""."
2381;"""1077";2022-09-09;09:40:23;46.131;14.564;3.79;349.053;gps;0.055;0;0;0;"1""."
2365;"""1061";2022-09-09;09:40:06;46.129;14.561;3.79;348.137;gps;0.055;0;0;0;"1""."
2146;"""842";2022-09-09;09:36:08;46.103;14.541;3.79;347.274;gps;0.055;0;0;0;"1""."
792;"""793";2022-09-09;10:18:52;46.016;14.557;3.79;366.781;gps;0.055;0;0;0;"1""."
2407;"""1103";2022-09-09;09:40:49;46.134;14.568;3.79;348.596;gps;0.055;0;0;0;"1""."
551;"""552";2022-09-09;10:14:01;46.07;14.577;3.79;323.588;gps;0.055;0;0;0;"1""."
358;"""359";2022-09-09;10:10:43;46.119;14.602;3.79;338.151;gps;0.055;0;0;0;"1""."
414;"""415";2022-09-09;10:11:43;46.103;14.595;3.79;333.823;gps;0.055;0;0;0;"1""."
545;"""546";2022-09-09;10:13:55;46.071;14.578;3.79;323.945;gps;0.055;0;0;0;"1""."
1705;"""401";2022-09-09;09:27:01;46.058;14.454;3.79;353.069;gps;0.055;0;0;0;"1""."
1730;"""426";2022-09-09;09:27:27;46.064;14.457;3.79;351.512;gps;0.055;0;0;0;"1""."
902;"""903";2022-09-09;10:20:44;46.02;14.517;3.79;336.404;gps;0.055;0;0;0;"1""."
352;"""353";2022-09-09;10:10:37;46.12;14.602;3.79;338.644;gps;0.055;0;0;0;"1""."
931;"""932";2022-09-09;10:21:14;46.024;14.507;3.79;339.623;gps;0.055;0;0;0;"1""."
926;"""927";2022-09-09;10:21:08;46.024;14.509;3.79;340.603;gps;0.055;0;0;0;"1""."
1647;"""343";2022-09-09;09:26:03;46.045;14.447;3.79;348.509;gps;0.055;0;0;0;"1""."
554;"""555";2022-09-09;10:14:04;46.069;14.577;3.79;323.459;gps;0.055;0;0;0;"1""."
1538;"""234";2022-09-09;09:24:10;46.037;14.466;3.79;344.53;gps;0.055;0;0;0;"1""."
686;"""687";2022-09-09;10:16:18;46.038;14.575;3.79;342.74;gps;0.055;0;0;0;"1""."
1632;"""328";2022-09-09;09:25:48;46.042;14.448;3.79;345.701;gps;0.055;0;0;0;"1""."
692;"""693";2022-09-09;10:16:24;46.037;14.573;3.79;349.227;gps;0.055;0;0;0;"1""."
1696;"""392";2022-09-09;09:26:52;46.056;14.453;3.79;355.19;gps;0.055;0;0;0;"1""."
960;"""961";2022-09-09;10:21:43;46.026;14.498;3.79;338.784;gps;0.055;0;0;0;"1""."
312;"""313";2022-09-09;10:09:55;46.131;14.609;3.79;345.251;gps;0.055;0;0;0;"1""."
680;"""681";2022-09-09;10:16:12;46.039;14.576;3.79;335.225;gps;0.055;0;0;0;"1""."
322;"""323";2022-09-09;10:10:05;46.128;14.606;3.79;344.42;gps;0.055;0;0;0;"1""."
952;"""953";2022-09-09;10:21:35;46.026;14.5;3.79;338.374;gps;0.055;0;0;0;"1""."
656;"""657";2022-09-09;10:15:48;46.046;14.576;3.79;325.191;gps;0.055;0;0;0;"1""."
2403;"""1099";2022-09-09;09:40:45;46.134;14.567;3.79;349.648;gps;0.055;0;0;0;"1""."
321;"""322";2022-09-09;10:10:04;46.129;14.606;3.79;344.418;gps;0.055;0;0;0;"1""."
907;"""908";2022-09-09;10:20:49;46.021;14.516;3.79;336.42;gps;0.055;0;0;0;"1""."
1670;"""366";2022-09-09;09:26:26;46.05;14.45;3.79;358.335;gps;0.055;0;0;0;"1""."
927;"""928";2022-09-09;10:21:09;46.024;14.508;3.79;340.758;gps;0.056;0;0;0;"1""."
1822;"""518";2022-09-09;09:29:03;46.078;14.48;3.79;351.007;gps;0.056;0;0;0;"1""."
1674;"""370";2022-09-09;09:26:30;46.051;14.45;3.79;358.585;gps;0.056;0;0;0;"1""."
1669;"""365";2022-09-09;09:26:25;46.05;14.449;3.79;358.522;gps;0.056;0;0;0;"1""."
1668;"""364";2022-09-09;09:26:24;46.049;14.449;3.79;357.904;gps;0.056;0;0;0;"1""."
1709;"""405";2022-09-09;09:27:05;46.059;14.455;3.79;351.371;gps;0.056;0;0;0;"1""."
2534;"""1230";2022-09-09;09:44:07;46.14;14.586;3.79;346.295;gps;0.056;0;0;0;"1""."
1726;"""422";2022-09-09;09:27:23;46.064;14.456;5.36;351.233;averaged;0.056;0.001;0.001;0;"2""."
1742;"""438";2022-09-09;09:27:39;46.067;14.457;3.79;351.235;gps;0.056;0;0;0;"1""."
1743;"""439";2022-09-09;09:27:40;46.067;14.458;3.79;351.495;gps;0.056;0;0;0;"1""."
1691;"""387";2022-09-09;09:26:47;46.055;14.453;3.79;359.195;gps;0.056;0;0;0;"1""."
1790;"""486";2022-09-09;09:28:31;46.076;14.469;3.79;357.756;gps;0.056;0;0;0;"1""."
1582;"""278";2022-09-09;09:24:58;46.037;14.459;3.79;353.152;gps;0.056;0;0;0;"1""."
1584;"""280";2022-09-09;09:25:00;46.037;14.458;3.79;351.972;gps;0.056;0;0;0;"1""."
918;"""919";2022-09-09;10:21:00;46.023;14.512;3.79;338.842;gps;0.056;0;0;0;"1""."
351;"""352";2022-09-09;10:10:36;46.12;14.603;3.79;338.778;gps;0.056;0;0;0;"1""."
2323;"""1019";2022-09-09;09:39:24;46.124;14.555;3.79;348.402;gps;0.056;0;0;0;"1""."
744;"""745";2022-09-09;10:17:28;46.026;14.567;3.79;366.259;gps;0.056;0;0;0;"1""."
363;"""364";2022-09-09;10:10:48;46.117;14.602;3.79;338.27;gps;0.056;0;0;0;"1""."
2244;"""940";2022-09-09;09:37:52;46.115;14.548;3.79;353.523;gps;0.056;0;0;0;"1""."
385;"""386";2022-09-09;10:11:13;46.111;14.601;5.36;331.511;averaged;0.056;0.001;0.001;0;"2""."
588;"""589";2022-09-09;10:14:41;46.062;14.574;3.79;323.047;gps;0.056;0;0;0;"1""."
