;"""N";Date;Time;N [Decimal degrees];E [Decimal degrees];GPS uncertainty [m];h [m];Location provider;D [μSv/h];Standard deviation;Standard error of the mean value;CF;"Number of measured points""."
1558;"""254";2022-09-09;09:24:31;46.035;14.465;3.79;350.662;gps;0.062;0;0;0;"1""."
674;"""675";2022-09-09;10:16:06;46.041;14.576;3.79;329.58;gps;0.062;0;0;0;"1""."
2369;"""1065";2022-09-09;09:40:10;46.13;14.561;3.79;348.592;gps;0.062;0;0;0;"1""."
2304;"""1000";2022-09-09;09:39:05;46.121;14.553;3.79;349.285;gps;0.062;0;0;0;"1""."
1682;"""378";2022-09-09;09:26:38;46.052;14.452;3.79;361.807;gps;0.062;0;0;0;"1""."
637;"""638";2022-09-09;10:15:29;46.051;14.575;3.79;323.578;gps;0.062;0;0;0;"1""."
625;"""626";2022-09-09;10:15:17;46.053;14.574;3.79;322.522;gps;0.062;0;0;0;"1""."
1575;"""271";2022-09-09;09:24:52;46.036;14.461;3.79;356.721;gps;0.062;0;0;0;"1""."
1716;"""412";2022-09-09;09:27:12;46.061;14.455;3.79;350.229;gps;0.062;0;0;0;"1""."
2478;"""1174";2022-09-09;09:42:39;46.136;14.58;3.79;348.407;gps;0.063;0;0;0;"1""."
1678;"""374";2022-09-09;09:26:34;46.052;14.451;3.79;360.536;gps;0.063;0;0;0;"1""."
2132;"""828";2022-09-09;09:35:54;46.102;14.54;3.79;346.024;gps;0.063;0;0;0;"1""."
2131;"""827";2022-09-09;09:35:53;46.101;14.54;3.79;344.893;gps;0.063;0;0;0;"1""."
2497;"""1193";2022-09-09;09:42:58;46.137;14.583;3.79;349.464;gps;0.063;0;0;0;"1""."
1569;"""265";2022-09-09;09:24:46;46.036;14.462;3.79;356.926;gps;0.063;0;0;0;"1""."
63;"""64";2022-09-09;10:04:41;46.138;14.589;3.79;349.79;gps;0.063;0;0;0;"1""."
2182;"""878";2022-09-09;09:36:47;46.106;14.545;3.79;348.254;gps;0.063;0;0;0;"1""."
1083;"""1084";2022-09-09;10:24:01;46.037;14.5;3.79;344.527;gps;0.063;0;0;0;"1""."
2170;"""866";2022-09-09;09:36:35;46.105;14.544;3.79;347.821;gps;0.063;0;0;0;"1""."
1759;"""455";2022-09-09;09:27:58;46.071;14.46;5.36;351.622;averaged;0.063;0;0;0;"2""."
1518;"""214";2022-09-09;09:23:33;46.037;14.467;5.36;344.039;averaged;0.063;0;0;0;"2""."
2211;"""907";2022-09-09;09:37:16;46.109;14.546;3.79;356.049;gps;0.063;0;0;0;"1""."
402;"""403";2022-09-09;10:11:32;46.106;14.598;3.79;332.548;gps;0.063;0;0;0;"1""."
203;"""204";2022-09-09;10:07:40;46.136;14.604;3.79;347.071;gps;0.063;0;0;0;"1""."
1853;"""549";2022-09-09;09:29:34;46.082;14.49;3.79;347.58;gps;0.063;0;0;0;"1""."
1218;"""1219";2022-09-09;10:26:52;46.04;14.49;5.36;341.206;averaged;0.063;0.001;0.001;0;"2""."
1393;"""89";2022-09-09;09:20:15;46.044;14.486;3.79;340.092;gps;0.063;0;0;0;"1""."
713;"""714";2022-09-09;10:16:46;46.032;14.57;3.79;358.219;gps;0.063;0;0;0;"1""."
711;"""712";2022-09-09;10:16:44;46.033;14.57;3.79;358.214;gps;0.063;0;0;0;"1""."
766;"""767";2022-09-09;10:17:50;46.023;14.565;3.79;375.111;gps;0.063;0;0;0;"1""."
624;"""625";2022-09-09;10:15:16;46.054;14.574;3.79;323.015;gps;0.063;0;0;0;"1""."
144;"""145";2022-09-09;10:06:21;46.138;14.597;3.79;347.235;gps;0.063;0;0;0;"1""."
585;"""586";2022-09-09;10:14:37;46.062;14.575;3.79;322.894;gps;0.063;0;0;0;"1""."
1187;"""1188";2022-09-09;10:26:17;46.04;14.494;3.79;338.939;gps;0.063;0;0;0;"1""."
1803;"""499";2022-09-09;09:28:44;46.077;14.473;3.79;355.649;gps;0.063;0;0;0;"1""."
811;"""812";2022-09-09;10:19:11;46.013;14.553;3.79;353.022;gps;0.063;0;0;0;"1""."
812;"""813";2022-09-09;10:19:12;46.013;14.552;3.79;355.257;gps;0.063;0;0;0;"1""."
110;"""111";2022-09-09;10:05:47;46.138;14.593;3.79;348.887;gps;0.063;0;0;0;"1""."
2097;"""793";2022-09-09;09:34:26;46.097;14.537;3.79;336.699;gps;0.063;0;0;0;"1""."
2447;"""1143";2022-09-09;09:41:34;46.135;14.577;3.79;347.556;gps;0.063;0;0;0;"1""."
1324;"""20";2022-09-09;09:17:47;46.043;14.488;16.987;344.725;averaged;0.064;0.001;0.001;0;"2""."
583;"""584";2022-09-09;10:14:35;46.063;14.575;5.36;322.523;averaged;0.064;0.001;0.001;0;"2""."
14;"""15";2022-09-09;10:03:29;46.141;14.587;3.79;352.974;gps;0.064;0;0;0;"1""."
1388;"""84";2022-09-09;09:20:10;46.045;14.486;3.79;339.422;gps;0.064;0;0;0;"1""."
1167;"""1168";2022-09-09;10:25:57;46.041;14.496;3.79;340.56;gps;0.064;0;0;0;"1""."
1186;"""1187";2022-09-09;10:26:16;46.041;14.494;3.79;338.975;gps;0.064;0;0;0;"1""."
765;"""766";2022-09-09;10:17:49;46.024;14.565;3.79;375.239;gps;0.064;0;0;0;"1""."
2214;"""910";2022-09-09;09:37:19;46.11;14.546;3.79;356.116;gps;0.064;0;0;0;"1""."
279;"""280";2022-09-09;10:09:21;46.135;14.615;3.79;340.589;gps;0.064;0;0;0;"1""."
1856;"""552";2022-09-09;09:29:37;46.083;14.491;3.79;344.874;gps;0.064;0;0;0;"1""."
1153;"""1154";2022-09-09;10:25:43;46.042;14.497;3.79;342.18;gps;0.064;0;0;0;"1""."
2433;"""1129";2022-09-09;09:41:18;46.135;14.574;3.79;347.209;gps;0.064;0;0;0;"1""."
774;"""775";2022-09-09;10:18:01;46.022;14.564;3.79;376.257;gps;0.064;0;0;0;"1""."
830;"""831";2022-09-09;10:19:30;46.014;14.546;3.79;356.761;gps;0.064;0;0;0;"1""."
2520;"""1216";2022-09-09;09:43:21;46.139;14.585;3.79;347.016;gps;0.064;0;0;0;"1""."
246;"""247";2022-09-09;10:08:48;46.135;14.61;3.79;342.359;gps;0.065;0;0;0;"1""."
272;"""273";2022-09-09;10:09:14;46.135;14.614;3.79;342.935;gps;0.065;0;0;0;"1""."
2101;"""797";2022-09-09;09:34:31;46.098;14.538;5.36;336.826;averaged;0.065;0.001;0.001;0;"2""."
1177;"""1178";2022-09-09;10:26:07;46.041;14.495;3.79;338.766;gps;0.065;0;0;0;"1""."
1809;"""505";2022-09-09;09:28:50;46.077;14.475;3.79;353.372;gps;0.065;0;0;0;"1""."
1209;"""1210";2022-09-09;10:26:39;46.04;14.491;3.79;341.366;gps;0.065;0;0;0;"1""."
1549;"""245";2022-09-09;09:24:22;46.035;14.466;5.36;346.283;averaged;0.065;0.001;0.001;0;"2""."
1805;"""501";2022-09-09;09:28:46;46.077;14.474;3.79;354.805;gps;0.065;0;0;0;"1""."
1564;"""260";2022-09-09;09:24:38;46.036;14.463;3.79;355.019;gps;0.065;0;0;0;"1""."
1953;"""649";2022-09-09;09:31:16;46.082;14.524;14.05;335.406;averaged;0.066;0.001;0.001;0;"2""."
1958;"""654";2022-09-09;09:31:25;46.082;14.525;14.05;339.384;averaged;0.066;0;0;0;"2""."
61;"""62";2022-09-09;10:04:39;46.139;14.589;5.36;350.801;averaged;0.066;0;0;0;"2""."
1396;"""92";2022-09-09;09:20:18;46.044;14.485;3.79;340.47;gps;0.066;0;0;0;"1""."
1487;"""183";2022-09-09;09:23:00;46.039;14.472;3.79;348.724;gps;0.066;0;0;0;"1""."
334;"""335";2022-09-09;10:10:17;46.125;14.604;3.79;340.891;gps;0.066;0;0;0;"1""."
1810;"""506";2022-09-09;09:28:51;46.077;14.476;3.79;353.724;gps;0.066;0;0;0;"1""."
1861;"""557";2022-09-09;09:29:42;46.083;14.492;3.79;343.491;gps;0.067;0;0;0;"1""."
1851;"""547";2022-09-09;09:29:32;46.082;14.489;3.79;347.127;gps;0.067;0;0;0;"1""."
1833;"""529";2022-09-09;09:29:14;46.08;14.483;9.935;348.533;gps;0.067;0;0;0;"1""."
1501;"""197";2022-09-09;09:23:14;46.038;14.469;3.79;348.392;gps;0.067;0;0;0;"1""."
28;"""29";2022-09-09;10:03:47;46.141;14.588;3.79;351.475;gps;0.067;0;0;0;"1""."
1483;"""179";2022-09-09;09:22:56;46.04;14.472;9.935;348.898;gps;0.067;0;0;0;"1""."
48;"""49";2022-09-09;10:04:21;46.14;14.588;3.79;350.954;gps;0.067;0;0;0;"1""."
1474;"""170";2022-09-09;09:22:47;46.04;14.474;9.935;348.305;gps;0.067;0;0;0;"1""."
0;1;2022-09-09;10:02:37;46.142;14.587;37.063;352.209;averaged;0.067;0.007;0.001;0;"63""."
2092;"""788";2022-09-09;09:34:20;46.096;14.537;3.79;337.359;gps;0.067;0;0;0;"1""."
1143;"""1144";2022-09-09;10:25:33;46.042;14.499;3.79;342.839;gps;0.067;0;0;0;"1""."
1949;"""645";2022-09-09;09:31:10;46.082;14.523;3.79;335.54;gps;0.067;0;0;0;"1""."
2162;"""858";2022-09-09;09:36:27;46.104;14.543;3.79;347.564;gps;0.067;0;0;0;"1""."
101;"""102";2022-09-09;10:05:38;46.138;14.592;3.79;349.529;gps;0.068;0;0;0;"1""."
1472;"""168";2022-09-09;09:22:45;46.041;14.474;9.935;348.266;gps;0.068;0;0;0;"1""."
1931;"""627";2022-09-09;09:30:52;46.083;14.517;3.79;340.917;gps;0.068;0;0;0;"1""."
980;"""981";2022-09-09;10:22:03;46.028;14.499;3.79;334.183;gps;0.068;0;0;0;"1""."
1562;"""258";2022-09-09;09:24:35;46.035;14.464;3.79;353.973;gps;0.068;0;0;0;"1""."
1847;"""543";2022-09-09;09:29:28;46.082;14.488;3.79;346.564;gps;0.068;0;0;0;"1""."
131;"""132";2022-09-09;10:06:08;46.138;14.595;3.79;349.446;gps;0.068;0;0;0;"1""."
1831;"""527";2022-09-09;09:29:12;46.079;14.483;9.935;349.243;gps;0.068;0;0;0;"1""."
1830;"""526";2022-09-09;09:29:11;46.079;14.482;9.935;349.089;gps;0.068;0;0;0;"1""."
1836;"""532";2022-09-09;09:29:17;46.08;14.484;3.79;348.069;gps;0.069;0;0;0;"1""."
1867;"""563";2022-09-09;09:29:48;46.084;14.494;3.79;346.146;gps;0.069;0;0;0;"1""."
1840;"""536";2022-09-09;09:29:21;46.081;14.485;3.79;347.977;gps;0.069;0;0;0;"1""."
1547;"""243";2022-09-09;09:24:19;46.036;14.466;3.79;344.246;gps;0.069;0;0;0;"1""."
1921;"""617";2022-09-09;09:30:42;46.083;14.514;3.79;341.53;gps;0.069;0;0;0;"1""."
1499;"""195";2022-09-09;09:23:12;46.038;14.47;3.79;348.679;gps;0.069;0;0;0;"1""."
1839;"""535";2022-09-09;09:29:20;46.08;14.485;3.79;348.608;gps;0.069;0;0;0;"1""."
332;"""333";2022-09-09;10:10:15;46.126;14.604;3.79;342.12;gps;0.069;0;0;0;"1""."
1926;"""622";2022-09-09;09:30:47;46.083;14.515;3.79;340.863;gps;0.069;0;0;0;"1""."
329;"""330";2022-09-09;10:10:12;46.127;14.605;3.79;343.005;gps;0.069;0;0;0;"1""."
1145;"""1146";2022-09-09;10:25:35;46.042;14.498;3.79;342.294;gps;0.069;0;0;0;"1""."
979;"""980";2022-09-09;10:22:02;46.028;14.498;3.79;334.607;gps;0.07;0;0;0;"1""."
1203;"""1204";2022-09-09;10:26:33;46.04;14.492;3.79;339.072;gps;0.07;0;0;0;"1""."
1480;"""176";2022-09-09;09:22:53;46.04;14.473;9.935;348.979;gps;0.07;0;0;0;"1""."
776;"""777";2022-09-09;10:18:03;46.022;14.563;3.79;376.996;gps;0.07;0;0;0;"1""."
89;"""90";2022-09-09;10:05:26;46.138;14.59;3.79;349.617;gps;0.07;0;0;0;"1""."
1464;"""160";2022-09-09;09:22:37;46.041;14.475;3.79;348.391;gps;0.07;0;0;0;"1""."
1866;"""562";2022-09-09;09:29:47;46.083;14.494;3.79;345.94;gps;0.07;0;0;0;"1""."
1870;"""566";2022-09-09;09:29:51;46.084;14.495;3.79;346.284;gps;0.07;0;0;0;"1""."
330;"""331";2022-09-09;10:10:13;46.126;14.605;3.79;342.793;gps;0.07;0;0;0;"1""."
1927;"""623";2022-09-09;09:30:48;46.083;14.516;3.79;340.307;gps;0.07;0;0;0;"1""."
1945;"""641";2022-09-09;09:31:06;46.083;14.522;3.79;334.455;gps;0.07;0;0;0;"1""."
1296;"""1297";2022-09-09;10:28:58;46.042;14.488;5.994;341.714;averaged;0.071;0;0;0;"2""."
1495;"""191";2022-09-09;09:23:08;46.039;14.47;3.79;350.04;gps;0.071;0;0;0;"1""."
1873;"""569";2022-09-09;09:29:54;46.084;14.496;3.79;346.927;gps;0.071;0;0;0;"1""."
1935;"""631";2022-09-09;09:30:56;46.083;14.518;3.79;339.341;gps;0.071;0;0;0;"1""."
1494;"""190";2022-09-09;09:23:07;46.039;14.471;3.79;350.261;gps;0.071;0;0;0;"1""."
1879;"""575";2022-09-09;09:30:00;46.084;14.499;3.79;346.398;gps;0.071;0;0;0;"1""."
91;"""92";2022-09-09;10:05:28;46.138;14.591;3.79;349.493;gps;0.071;0;0;0;"1""."
1875;"""571";2022-09-09;09:29:56;46.084;14.497;3.79;347.364;gps;0.071;0;0;0;"1""."
1878;"""574";2022-09-09;09:29:59;46.084;14.498;3.79;346.366;gps;0.072;0;0;0;"1""."
1863;"""559";2022-09-09;09:29:44;46.083;14.493;3.79;344.8;gps;0.072;0;0;0;"1""."
59;"""60";2022-09-09;10:04:35;46.139;14.588;5.36;349.749;averaged;0.072;0.001;0;0;"2""."
1920;"""616";2022-09-09;09:30:41;46.083;14.513;3.79;341.309;gps;0.072;0;0;0;"1""."
1458;"""154";2022-09-09;09:22:31;46.042;14.476;3.79;349.192;gps;0.072;0;0;0;"1""."
1885;"""581";2022-09-09;09:30:06;46.084;14.501;3.79;345.324;gps;0.073;0;0;0;"1""."
1884;"""580";2022-09-09;09:30:05;46.084;14.5;3.79;345.156;gps;0.073;0;0;0;"1""."
1914;"""610";2022-09-09;09:30:35;46.084;14.511;3.79;341.587;gps;0.073;0;0;0;"1""."
1405;"""101";2022-09-09;09:20:27;46.044;14.484;3.79;341.529;gps;0.073;0;0;0;"1""."
1460;"""156";2022-09-09;09:22:33;46.041;14.476;3.79;349.072;gps;0.074;0;0;0;"1""."
1916;"""612";2022-09-09;09:30:37;46.084;14.512;3.79;343.151;gps;0.074;0;0;0;"1""."
1375;"""71";2022-09-09;09:19:41;46.045;14.488;14.05;341.572;averaged;0.074;0.002;0.002;0;"2""."
1937;"""633";2022-09-09;09:30:58;46.083;14.519;3.79;338.968;gps;0.074;0;0;0;"1""."
1887;"""583";2022-09-09;09:30:08;46.084;14.502;3.79;345.099;gps;0.075;0;0;0;"1""."
1844;"""540";2022-09-09;09:29:25;46.081;14.487;3.79;346.707;gps;0.075;0;0;0;"1""."
1413;"""109";2022-09-09;09:20:35;46.044;14.482;3.79;341.117;gps;0.075;0;0;0;"1""."
1901;"""597";2022-09-09;09:30:22;46.084;14.506;3.79;342.409;gps;0.075;0;0;0;"1""."
1941;"""637";2022-09-09;09:31:02;46.083;14.52;3.79;336.378;gps;0.075;0;0;0;"1""."
1942;"""638";2022-09-09;09:31:03;46.083;14.521;3.79;336.063;gps;0.075;0;0;0;"1""."
1891;"""587";2022-09-09;09:30:12;46.084;14.503;3.79;344.072;gps;0.075;0;0;0;"1""."
1910;"""606";2022-09-09;09:30:31;46.084;14.51;3.79;341.94;gps;0.075;0;0;0;"1""."
1416;"""112";2022-09-09;09:20:38;46.043;14.482;3.79;341.618;gps;0.076;0;0;0;"1""."
1380;"""76";2022-09-09;09:20:02;46.045;14.487;3.79;337.337;gps;0.076;0;0;0;"1""."
1903;"""599";2022-09-09;09:30:24;46.084;14.507;3.79;342.455;gps;0.077;0;0;0;"1""."
1894;"""590";2022-09-09;09:30:15;46.084;14.504;3.79;343.706;gps;0.077;0;0;0;"1""."
1843;"""539";2022-09-09;09:29:24;46.081;14.486;3.79;345.62;gps;0.077;0;0;0;"1""."
1896;"""592";2022-09-09;09:30:17;46.084;14.505;3.79;343.83;gps;0.077;0;0;0;"1""."
1907;"""603";2022-09-09;09:30:28;46.084;14.509;3.79;341.829;gps;0.078;0;0;0;"1""."
1449;"""145";2022-09-09;09:21:40;46.042;14.477;4.142;350.153;gps;0.078;0;0;0;"1""."
1906;"""602";2022-09-09;09:30:27;46.084;14.508;3.79;341.836;gps;0.079;0;0;0;"1""."
1440;"""136";2022-09-09;09:21:32;46.042;14.479;10.892;347.078;gps;0.081;0;0;0;"1""."
1442;"""138";2022-09-09;09:21:34;46.042;14.478;10.807;346.489;gps;0.081;0;0;0;"1""."
1409;"""105";2022-09-09;09:20:31;46.044;14.483;3.79;341.615;gps;0.081;0;0;0;"1""."
1427;"""123";2022-09-09;09:21:15;46.043;14.481;3.79;344.036;gps;0.082;0;0;0;"1""."
1437;"""133";2022-09-09;09:21:29;46.043;14.479;9.935;346.377;gps;0.085;0;0;0;"1""."
1434;"""130";2022-09-09;09:21:26;46.043;14.48;14.05;347.385;averaged;0.085;0;0;0;"2""."
